NU USDA Model Results,,,,NU Core Model Results,,,,NEIU USDA Model Results,,,,NEIU Core Model Results,,,,CSU USDA Model Results,,,,CSU Core model Results,
t,storage (cm),,,t,storage (cm),,,t,storage (cm),,,t,storage (cm),,,t,storage (cm),,,t,storage (cm)
24.49,16.953,,,,,,,29.8862,13.695,,,,,,,,,,,28.7292,4.5232
24.495,16.952,,,,,,,29.8886,13.694,,,,,,,,,,,28.7361,4.5201
24.5,16.951,,,,,,,29.8922,13.693,,,,,,,,,,,28.7431,4.5168
24.5069,16.949,,,,,,,29.8958,13.691,,,,,,,,,,,28.75,4.5137
24.5116,16.948,,,,,,,29.899,13.69,,,,,,,,,,,28.7604,4.5091
24.5162,16.948,,,,,,,29.903,13.688,,,,,,,,,,,28.7708,4.5046
24.5208,16.947,,,,,,,29.909,13.686,,,,,,,,,,,28.7917,4.4958
24.5278,16.945,,,,,,,29.915,13.684,,,,,,,,,,,28.8125,4.4872
24.5324,16.944,,,,,,,29.9167,13.684,,,,,,,,,,,28.83,4.4803
24.5371,16.943,,,,,,,29.919,13.682,,,,,,,,,,,28.8333,4.4792
24.5417,16.943,,,,,,,29.9221,13.681,,,,,,,,,,,28.8542,4.4723
24.5486,16.941,,,,,,,29.9259,13.68,,,,,,,,,,,28.875,4.4642
24.5533,16.94,,,,,,,29.9279,13.679,,,,,,,,,,,28.8958,4.4583
24.5579,16.939,,,,,,,29.9303,13.678,,,,,,,,,,,28.9167,4.4524
24.5625,16.938,,,,,,,29.9339,13.677,,,,,,,,,,,28.9375,4.4467
24.5694,16.937,,,,,,,29.9375,13.675,,,,,,,,,,,28.9583,4.441
24.5741,16.936,,,,,,,29.9417,13.673,,,,,,,,,,,28.9792,4.4348
24.5787,16.935,,,,,,,29.9437,13.673,,,,,,,,,,,28.985,4.4328
24.5833,16.934,,,,,,,29.9461,13.672,,,,,,,,,,,29,4.4279
24.5903,16.933,,,,,,,29.9492,13.671,,,,,,,,,,,29.0208,4.4212
24.5949,16.932,,,,,,,29.9537,13.669,,,,,,,,,,,29.0417,4.4137
24.5996,16.931,,,,,,,29.9583,13.667,,,,,,,,,,,29.0625,4.4062
24.6042,16.931,,,,,,,29.9603,13.666,,,,,,,,,,,29.0833,4.3988
24.6111,16.929,,,,,,,29.963,13.665,,,,,,,,,,,29.1042,4.3913
24.6158,16.928,,,,,,,29.9662,13.664,,,,,,,,,,,29.125,4.3839
24.6204,16.928,,,,,,,29.9706,13.662,,,,,,,,,,,29.14,4.3786
24.625,16.927,,,,,,,29.9749,13.661,,,,,,,,,,,29.1458,4.3766
24.6317,16.925,,,,,,,29.9792,13.659,,,,,,,,,,,29.1667,4.3694
24.6361,16.924,,,,,,,29.9815,13.658,,,,,,,,,,,29.1875,4.3624
24.6406,16.924,,,,,,,29.9846,13.657,,,,,,,,,,,29.2083,4.3556
24.645,16.923,,,,,,,29.9884,13.656,,,,,,,,,,,29.2292,4.3488
24.6458,16.923,,,,,,,29.9904,13.655,,,,,,,,,,,29.25,4.3423
24.6528,16.921,,,,,,,29.9928,13.654,,,,,,,,,,,29.2708,4.3357
24.6574,16.92,,,,,,,29.9964,13.653,,,,,,,,,,,29.2917,4.3288
24.6621,16.92,,,,,,,30,13.651,,,,,,,,,,,29.295,4.3277
24.6667,16.919,,,,,,,30.0042,13.65,,,,,,,,,,,29.3125,4.3229
24.6736,16.917,,,,,,,30.0097,13.648,,,,,,,,,,,29.3333,4.3175
24.6783,16.917,,,,,,,30.0134,13.648,,,,,,,,,,,29.3542,4.3121
24.6829,16.916,,,,,,,30.0171,13.647,,,,,,,,,,,29.375,4.3068
24.6875,16.915,,,,,,,30.0208,13.646,,,,,,,,,,,29.3958,4.3015
24.6944,16.914,,,,,,,30.0231,13.645,,,,,,,,,,,29.4167,4.2962
24.6991,16.913,,,,,,,30.0262,13.644,,,,,,,,,,,29.4375,4.2911
24.7037,16.912,,,,,,,30.0301,13.643,,,,,,,,,,,29.45,4.2881
24.7083,16.911,,,,,,,30.0359,13.641,,,,,,,,,,,29.4583,4.286
24.7153,16.91,,,,,,,30.0379,13.64,,,,,,,,,,,29.4792,4.2806
24.7199,16.909,,,,,,,30.0417,13.639,,,,,,,,,,,29.5,4.2791
24.7246,16.908,,,,,,,30.0452,13.638,,,,,,,,,,,29.5208,4.2727
24.7292,16.907,,,,,,,30.0495,13.637,,,,,,,,,,,29.5313,4.2698
24.7361,16.906,,,,,,,30.0517,13.636,,,,,,,,,,,29.5417,4.2667
24.7408,16.905,,,,,,,30.0544,13.635,,,,,,,,,,,29.5625,4.2612
24.7454,16.905,,,,,,,30.0584,13.634,,,,,,,,,,,29.5833,4.2584
24.75,16.904,,,,,,,30.0625,13.633,,,,,,,,,,,29.5903,4.2567
24.7569,16.903,,,,,,,30.0662,13.632,,,,,,,,,,,29.5972,4.255
24.7616,16.902,,,,,,,30.07,13.63,,,,,,,,,,,29.6042,4.2535
24.7662,16.901,,,,,,,30.0744,13.629,,,,,,,,,,,29.605,4.2551
24.7708,16.901,,,,,,,30.0774,13.628,,,,,,,,,,,29.6083,4.2543
24.7778,16.9,,,,,,,30.0803,13.627,,,,,,,,,,,29.6125,4.2533
24.7824,16.899,,,,,,,30.0833,13.626,,,,,,,,,,,29.6188,4.2518
24.7871,16.898,,,,,,,30.0853,13.626,,,,,,,,,,,29.625,4.2523
24.7917,16.897,,,,,,,30.088,13.625,,,,,,,,,,,29.6273,4.2517
24.8,16.896,,,,,,,30.0912,13.624,,,,,,,,,,,29.6304,4.2511
24.8042,16.895,,,,,,,30.0956,13.623,,,,,,,,,,,29.6335,4.2506
24.8083,16.895,,,,,,,30.0999,13.621,,,,,,,,,,,29.6376,4.2498
24.8125,16.894,,,,,,,30.1042,13.62,,,,,,,,,,,29.6417,4.2491
24.8194,16.893,,,,,,,30.1065,13.619,,,,,,,,,,,29.6458,4.2484
24.8264,16.892,,,,,,,30.1096,13.618,,,,,,,,,,,29.6528,4.2473
24.8333,16.891,,,,,,,30.1134,13.617,,,,,,,,,,,29.6597,4.2461
24.8368,16.891,,,,,,,30.1154,13.617,,,,,,,,,,,29.6667,4.2451
24.8411,16.89,,,,,,,30.1178,13.616,,,,,,,,,,,29.6771,4.2436
24.8477,16.89,,,,,,,30.1214,13.615,,,,,,,,,,,29.6875,4.244
24.8542,16.889,,,,,,,30.125,13.614,,,,,,,,,,,29.7083,4.2446
24.8611,16.888,,,,,,,30.1292,13.613,,,,,,,,,,,29.7118,4.244
24.8658,16.887,,,,,,,30.1312,13.613,,,,,,,,,,,29.7161,4.248
24.8704,16.887,,,,,,,30.1336,13.612,,,,,,,,,,,29.7183,4.2474
24.875,16.887,,,,,,,30.1367,13.611,,,,,,,,,,,29.721,4.2466
24.8819,16.886,,,,,,,30.1412,13.61,,,,,,,,,,,29.7238,4.2459
24.8866,16.885,,,,,,,30.1458,13.608,,,,,,,,,,,29.7292,4.2444
24.8912,16.885,,,,,,,30.1478,13.608,,,,,,,,,,,29.7327,4.2435
24.8958,16.884,,,,,,,30.1505,13.607,,,,,,,,,,,29.737,4.2423
24.9028,16.884,,,,,,,30.1537,13.606,,,,,,,,,,,29.7435,4.2405
24.9074,16.883,,,,,,,30.1581,13.605,,,,,,,,,,,29.75,4.2389
24.9121,16.883,,,,,,,30.1624,13.604,,,,,,,,,,,29.76,4.2364
24.9167,16.882,,,,,,,30.1667,13.603,,,,,,,,,,,29.7708,4.2339
24.9236,16.881,,,,,,,30.169,13.602,,,,,,,,,,,29.7812,4.2317
24.9283,16.881,,,,,,,30.1721,13.601,,,,,,,,,,,29.7917,4.2336
24.9329,16.881,,,,,,,30.1759,13.6,,,,,,,,,,,29.8125,4.2286
24.9375,16.88,,,,,,,30.1779,13.6,,,,,,,,,,,29.8229,4.2302
24.9463,16.879,,,,,,,30.1803,13.599,,,,,,,,,,,29.8264,4.2369
24.955,16.878,,,,,,,30.1839,13.598,,,,,,,,,,,29.8284,4.2363
24.9583,16.877,,,,,,,30.1875,13.597,,,,,,,,,,,29.8308,4.2356
24.9618,16.877,,,,,,,30.1917,13.596,,,,,,,,,,,29.8333,4.2349
24.9661,16.877,,,,,,,30.1937,13.596,,,,,,,,,,,29.8368,4.234
24.9727,16.876,,,,,,,30.1961,13.595,,,,,,,,,,,29.8411,4.2328
24.9792,16.875,,,,,,,30.1992,13.594,,,,,,,,,,,29.8477,4.2312
24.9861,16.874,,,,,,,30.2037,13.593,,,,,,,,,,,29.8542,4.2296
24.9908,16.874,,,,,,,30.2083,13.592,,,,,,,,,,,29.8611,4.228
24.9954,16.873,,,,,,,30.2103,13.591,,,,,,,,,,,29.875,4.2267
25,16.873,,,,,,,30.2127,13.591,,,,,,,,,,,29.8785,4.2258
25.0069,16.872,,,,,,,30.2158,13.59,,,,,,,,,,,29.8828,4.2248
25.0116,16.871,,,,,,,30.2204,13.589,,,,,,,,,,,29.8893,4.2234
25.0162,16.871,,,,,,,30.225,13.587,,,,,,,,,,,29.8958,4.222
25.0208,16.87,,,,,,,30.2292,13.586,,,,,,,,,,,29.9022,4.2206
25.0278,16.869,,,,,,,30.2312,13.586,,,,,,,,,,,29.915,4.2182
25.0324,16.869,,,,,,,30.2339,13.585,,,,,,,,,,,29.9167,4.2216
25.0371,16.869,,,,,,,30.2371,13.584,,,,,,,,,,,29.9271,4.2191
25.0417,16.868,,,,,,,30.2414,13.583,,,,,,,,,,,29.9375,4.2168
25.0486,16.867,,,,,,,30.2457,13.582,,,,,,,,,,,29.9479,4.2147
25.0533,16.867,,,,,,,30.25,13.581,,,,,,,,,,,29.9583,4.2127
25.0579,16.866,,,,,,,30.2523,13.58,,,,,,,,,,,29.9792,4.209
25.0625,16.866,,,,,,,30.2554,13.579,,,,,,,,,,,30,4.2119
25.0694,16.865,,,,,,,30.2592,13.578,,,,,,,,,,,30.0069,4.2106
25.0741,16.865,,,,,,,30.2612,13.578,,,,,,,,,,,30.0139,4.2096
25.0787,16.864,,,,,,,30.2636,13.577,,,,,,,,,,,30.0208,4.2087
25.0833,16.864,,,,,,,30.2672,13.576,,,,,,,,,,,30.0313,4.2073
25.0903,16.863,,,,,,,30.2708,13.575,,,,,,,,,,,30.0417,4.2061
25.0949,16.862,,,,,,,30.275,13.574,,,,,,,,,,,30.0625,4.2036
25.0996,16.862,,,,,,,30.277,13.573,,,,,,,,,,,30.07,4.2102
25.1042,16.862,,,,,,,30.2794,13.573,,,,,,,,,,,30.0744,4.2092
25.11,16.861,,,,,,,30.2825,13.572,,,,,,,,,,,30.0789,4.2083
25.1175,16.86,,,,,,,30.2871,13.571,,,,,,,,,,,30.0833,4.2074
25.125,16.859,,,,,,,30.2917,13.569,,,,,,,,,,,30.0903,4.2061
25.1285,16.859,,,,,,,30.2937,13.569,,,,,,,,,,,30.1042,4.2038
25.1328,16.859,,,,,,,30.2964,13.568,,,,,,,,,,,30.1146,4.2022
25.1393,16.858,,,,,,,30.2996,13.567,,,,,,,,,,,30.125,4.2004
25.1458,16.857,,,,,,,30.3039,13.566,,,,,,,,,,,30.1458,4.1971
25.1528,16.856,,,,,,,30.3082,13.565,,,,,,,,,,,30.1667,4.1982
25.1574,16.856,,,,,,,30.3125,13.563,,,,,,,,,,,30.1875,4.1951
25.1621,16.856,,,,,,,30.3148,13.563,,,,,,,,,,,30.1979,4.1937
25.1667,16.855,,,,,,,30.3179,13.562,,,,,,,,,,,30.2083,4.1923
25.1736,16.854,,,,,,,30.3217,13.561,,,,,,,,,,,30.225,4.1902
25.1783,16.854,,,,,,,30.3237,13.56,,,,,,,,,,,30.2292,4.1898
25.1829,16.854,,,,,,,30.3261,13.56,,,,,,,,,,,30.25,4.1875
25.1875,16.853,,,,,,,30.3297,13.559,,,,,,,,,,,30.2708,4.1948
25.1944,16.852,,,,,,,30.3333,13.558,,,,,,,,,,,30.2778,4.1934
25.1991,16.852,,,,,,,30.3375,13.557,,,,,,,,,,,30.2847,4.1922
25.2037,16.851,,,,,,,30.3395,13.556,,,,,,,,,,,30.2917,4.191
25.2083,16.851,,,,,,,30.3419,13.555,,,,,,,,,,,30.3021,4.1894
25.2153,16.85,,,,,,,30.345,13.555,,,,,,,,,,,30.3125,4.1878
25.2199,16.849,,,,,,,30.3496,13.554,,,,,,,,,,,30.3333,4.1848
25.2246,16.849,,,,,,,30.3542,13.552,,,,,,,,,,,30.3542,4.1858
25.2292,16.849,,,,,,,30.3562,13.552,,,,,,,,,,,30.375,4.1825
25.2361,16.848,,,,,,,30.3589,13.551,,,,,,,,,,,30.38,4.1818
25.2408,16.847,,,,,,,30.3621,13.551,,,,,,,,,,,30.3958,4.1796
25.2454,16.847,,,,,,,30.3664,13.549,,,,,,,,,,,30.4167,4.1771
25.25,16.846,,,,,,,30.3707,13.548,,,,,,,,,,,30.4375,4.1751
25.2575,16.845,,,,,,,30.375,13.547,,,,,,,,,,,30.4583,4.1733
25.265,16.844,,,,,,,30.38,13.546,,,,,,,,,,,30.4792,4.1717
25.2708,16.844,,,,,,,30.3826,13.545,,,,,,,,,,,30.5,4.1702
25.2743,16.843,,,,,,,30.3859,13.545,,,,,,,,,,,30.5208,4.1687
25.2786,16.843,,,,,,,30.3909,13.543,,,,,,,,,,,30.535,4.1714
25.2852,16.842,,,,,,,30.3958,13.542,,,,,,,,,,,30.5372,4.1749
25.2917,16.841,,,,,,,30.401,13.541,,,,,,,,,,,30.5392,4.1746
25.2986,16.841,,,,,,,30.4036,13.54,,,,,,,,,,,30.5417,4.1743
25.3033,16.84,,,,,,,30.4069,13.539,,,,,,,,,,,30.5443,4.1739
25.3079,16.84,,,,,,,30.4118,13.538,,,,,,,,,,,30.5479,4.1734
25.3125,16.839,,,,,,,30.4167,13.537,,,,,,,,,,,30.5528,4.1728
25.3194,16.838,,,,,,,30.4219,13.535,,,,,,,,,,,30.5576,4.1721
25.3241,16.838,,,,,,,30.4245,13.534,,,,,,,,,,,30.5625,4.1715
25.3287,16.837,,,,,,,30.4278,13.533,,,,,,,,,,,30.5694,4.1705
25.3333,16.837,,,,,,,30.4326,13.532,,,,,,,,,,,30.5833,4.1687
25.3403,16.835,,,,,,,30.4375,13.53,,,,,,,,,,,30.5937,4.1693
25.3449,16.835,,,,,,,30.4395,13.529,,,,,,,,,,,30.5972,4.1687
25.3496,16.834,,,,,,,30.4422,13.529,,,,,,,,,,,30.6007,4.1682
25.3542,16.834,,,,,,,30.4454,13.528,,,,,,,,,,,30.6042,4.1677
25.3611,16.833,,,,,,,30.4497,13.526,,,,,,,,,,,30.6094,4.167
25.3658,16.832,,,,,,,30.454,13.525,,,,,,,,,,,30.6172,4.1659
25.3704,16.832,,,,,,,30.4583,13.523,,,,,,,,,,,30.625,4.1649
25.375,16.831,,,,,,,30.4606,13.523,,,,,,,,,,,30.6354,4.1635
25.3819,16.83,,,,,,,30.4637,13.522,,,,,,,,,,,30.6458,4.1623
25.3866,16.83,,,,,,,30.4676,13.521,,,,,,,,,,,30.6563,4.1611
25.3912,16.829,,,,,,,30.4696,13.52,,,,,,,,,,,30.6667,4.1601
25.3958,16.829,,,,,,,30.472,13.519,,,,,,,,,,,30.6875,4.1582
25.4028,16.828,,,,,,,30.4756,13.518,,,,,,,,,,,30.69,4.1635
25.4074,16.827,,,,,,,30.4792,13.517,,,,,,,,,,,30.7083,4.1602
25.4121,16.827,,,,,,,30.4834,13.516,,,,,,,,,,,30.7188,4.1625
25.4167,16.826,,,,,,,30.4854,13.515,,,,,,,,,,,30.7222,4.1657
25.42,16.826,,,,,,,30.4878,13.514,,,,,,,,,,,30.7242,4.1654
25.4288,16.825,,,,,,,30.4908,13.513,,,,,,,,,,,30.7267,4.165
25.4375,16.823,,,,,,,30.4929,13.513,,,,,,,,,,,30.7292,4.1646
25.441,16.823,,,,,,,30.4952,13.512,,,,,,,,,,,30.7327,4.164
25.4453,16.823,,,,,,,30.4972,13.511,,,,,,,,,,,30.737,4.1632
25.4518,16.822,,,,,,,30.5,13.511,,,,,,,,,,,30.7435,4.162
25.4583,16.821,,,,,,,30.5035,13.509,,,,,,,,,,,30.75,4.1609
25.4653,16.82,,,,,,,30.5078,13.508,,,,,,,,,,,30.7569,4.1597
25.4699,16.82,,,,,,,30.51,13.508,,,,,,,,,,,30.7708,4.1574
25.4746,16.819,,,,,,,30.5127,13.507,,,,,,,,,,,30.7813,4.1559
25.4792,16.819,,,,,,,30.5167,13.506,,,,,,,,,,,30.7917,4.1545
25.4861,16.818,,,,,,,30.5208,13.504,,,,,,,,,,,30.8125,4.152
25.4908,16.817,,,,,,,30.5255,13.503,,,,,,,,,,,30.8333,4.1516
25.4954,16.817,,,,,,,30.5275,13.502,,,,,,,,,,,30.8372,4.1511
25.5,16.816,,,,,,,30.53,13.501,,,,,,,,,,,30.8411,4.1543
25.5069,16.815,,,,,,,30.532,13.5,,,,,,,,,,,30.845,4.1537
25.5116,16.815,,,,,,,30.535,13.499,,,,,,,,,,,30.8481,4.1533
25.5162,16.814,,,,,,,30.5384,13.498,,,,,,,,,,,30.8542,4.1524
25.5208,16.814,,,,,,,30.5417,13.497,,,,,,,,,,,30.8611,4.1513
25.5278,16.813,,,,,,,30.5459,13.496,,,,,,,,,,,30.8681,4.1504
25.5324,16.813,,,,,,,30.5479,13.495,,,,,,,,,,,30.875,4.1495
25.5371,16.812,,,,,,,30.5503,13.494,,,,,,,,,,,30.8854,4.1481
25.5417,16.812,,,,,,,30.5533,13.493,,,,,,,,,,,30.8958,4.1469
25.5486,16.811,,,,,,,30.5554,13.493,,,,,,,,,,,30.9063,4.1457
25.5533,16.81,,,,,,,30.5577,13.492,,,,,,,,,,,30.9167,4.1445
25.5579,16.81,,,,,,,30.5597,13.491,,,,,,,,,,,30.9375,4.1424
25.5625,16.809,,,,,,,30.5625,13.49,,,,,,,,,,,30.9583,4.1479
25.5688,16.808,,,,,,,30.566,13.489,,,,,,,,,,,30.9653,4.1468
25.575,16.808,,,,,,,30.5703,13.488,,,,,,,,,,,30.9722,4.1457
25.5833,16.806,,,,,,,30.5725,13.487,,,,,,,,,,,30.9792,4.1447
25.5868,16.806,,,,,,,30.5752,13.486,,,,,,,,,,,30.9896,4.1432
25.5911,16.806,,,,,,,30.5792,13.485,,,,,,,,,,,31,4.1417
25.5977,16.805,,,,,,,30.5833,13.484,,,,,,,,,,,,
25.6042,16.804,,,,,,,30.5853,13.483,,,,,,,,,,,,
25.6111,16.803,,,,,,,30.588,13.482,,,,,,,,,,,,
25.6158,16.802,,,,,,,30.5912,13.481,,,,,,,,,,,,
25.6204,16.801,,,,,,,30.5956,13.48,,,,,,,,,,,,
25.625,16.801,,,,,,,30.5999,13.479,,,,,,,,,,,,
25.6319,16.8,,,,,,,30.6042,13.477,,,,,,,,,,,,
25.6366,16.799,,,,,,,30.6065,13.477,,,,,,,,,,,,
25.6412,16.799,,,,,,,30.6096,13.475,,,,,,,,,,,,
25.6458,16.798,,,,,,,30.6134,13.474,,,,,,,,,,,,
25.6528,16.797,,,,,,,30.6154,13.473,,,,,,,,,,,,
25.6574,16.796,,,,,,,30.6178,13.473,,,,,,,,,,,,
25.6621,16.796,,,,,,,30.6214,13.471,,,,,,,,,,,,
25.6667,16.795,,,,,,,30.625,13.47,,,,,,,,,,,,
25.6736,16.794,,,,,,,30.6292,13.469,,,,,,,,,,,,
25.6783,16.793,,,,,,,30.6312,13.468,,,,,,,,,,,,
25.6829,16.793,,,,,,,30.6336,13.467,,,,,,,,,,,,
25.6875,16.792,,,,,,,30.6367,13.466,,,,,,,,,,,,
25.6944,16.791,,,,,,,30.6387,13.465,,,,,,,,,,,,
25.6991,16.791,,,,,,,30.641,13.464,,,,,,,,,,,,
25.7037,16.79,,,,,,,30.643,13.463,,,,,,,,,,,,
25.7083,16.79,,,,,,,30.6458,13.462,,,,,,,,,,,,
25.7153,16.789,,,,,,,30.6493,13.461,,,,,,,,,,,,
25.7199,16.788,,,,,,,30.6513,13.46,,,,,,,,,,,,
25.7246,16.788,,,,,,,30.6539,13.459,,,,,,,,,,,,
25.7292,16.787,,,,,,,30.6571,13.458,,,,,,,,,,,,
25.73,16.787,,,,,,,30.6591,13.457,,,,,,,,,,,,
25.7367,16.786,,,,,,,30.6616,13.456,,,,,,,,,,,,
25.7411,16.785,,,,,,,30.6642,13.454,,,,,,,,,,,,
25.7456,16.785,,,,,,,30.6667,13.453,,,,,,,,,,,,
25.75,16.784,,,,,,,30.6709,13.451,,,,,,,,,,,,
25.7569,16.783,,,,,,,30.6729,13.451,,,,,,,,,,,,
25.7616,16.783,,,,,,,30.6753,13.45,,,,,,,,,,,,
25.7662,16.782,,,,,,,30.6783,13.448,,,,,,,,,,,,
25.7708,16.782,,,,,,,30.6804,13.448,,,,,,,,,,,,
25.7778,16.781,,,,,,,30.6827,13.447,,,,,,,,,,,,
25.7824,16.78,,,,,,,30.6847,13.446,,,,,,,,,,,,
25.7871,16.78,,,,,,,30.6875,13.445,,,,,,,,,,,,
25.7917,16.779,,,,,,,30.69,13.444,,,,,,,,,,,,
25.7986,16.778,,,,,,,30.6937,13.442,,,,,,,,,,,,
25.8033,16.778,,,,,,,30.6957,13.441,,,,,,,,,,,,
25.8079,16.777,,,,,,,30.6982,13.44,,,,,,,,,,,,
25.8125,16.777,,,,,,,30.7016,13.439,,,,,,,,,,,,
25.8194,16.776,,,,,,,30.7049,13.438,,,,,,,,,,,,
25.8241,16.776,,,,,,,30.7083,13.436,,,,,,,,,,,,
25.8287,16.775,,,,,,,30.7103,13.435,,,,,,,,,,,,
25.8333,16.775,,,,,,,30.713,13.434,,,,,,,,,,,,
25.8403,16.774,,,,,,,30.7162,13.433,,,,,,,,,,,,
25.8449,16.773,,,,,,,30.7182,13.432,,,,,,,,,,,,
25.8496,16.773,,,,,,,30.721,13.431,,,,,,,,,,,,
25.8542,16.772,,,,,,,30.7251,13.429,,,,,,,,,,,,
25.8611,16.771,,,,,,,30.7271,13.428,,,,,,,,,,,,
25.8658,16.771,,,,,,,30.7292,13.427,,,,,,,,,,,,
25.8704,16.77,,,,,,,30.7318,13.425,,,,,,,,,,,,
25.875,16.77,,,,,,,30.7354,13.424,,,,,,,,,,,,
25.8783,16.769,,,,,,,30.7374,13.423,,,,,,,,,,,,
25.8817,16.769,,,,,,,30.74,13.422,,,,,,,,,,,,
25.885,16.769,,,,,,,30.7433,13.421,,,,,,,,,,,,
25.8904,16.768,,,,,,,30.7467,13.42,,,,,,,,,,,,
25.8958,16.767,,,,,,,30.75,13.419,,,,,,,,,,,,
25.9028,16.766,,,,,,,30.752,13.418,,,,,,,,,,,,
25.9074,16.766,,,,,,,30.7547,13.417,,,,,,,,,,,,
25.9121,16.765,,,,,,,30.7579,13.416,,,,,,,,,,,,
25.9167,16.765,,,,,,,30.7599,13.415,,,,,,,,,,,,
25.9236,16.764,,,,,,,30.7626,13.414,,,,,,,,,,,,
25.9283,16.763,,,,,,,30.7646,13.413,,,,,,,,,,,,
25.9329,16.763,,,,,,,30.7677,13.412,,,,,,,,,,,,
25.9375,16.762,,,,,,,30.7708,13.411,,,,,,,,,,,,
25.9444,16.761,,,,,,,30.7743,13.409,,,,,,,,,,,,
25.9491,16.761,,,,,,,30.7763,13.408,,,,,,,,,,,,
25.9537,16.76,,,,,,,30.7789,13.407,,,,,,,,,,,,
25.9583,16.759,,,,,,,30.7821,13.406,,,,,,,,,,,,
25.9653,16.758,,,,,,,30.7841,13.405,,,,,,,,,,,,
25.9699,16.758,,,,,,,30.7866,13.404,,,,,,,,,,,,
25.9746,16.757,,,,,,,30.7892,13.403,,,,,,,,,,,,
25.9792,16.756,,,,,,,30.7917,13.402,,,,,,,,,,,,
25.9861,16.755,,,,,,,30.7937,13.401,,,,,,,,,,,,
25.9908,16.755,,,,,,,30.7964,13.4,,,,,,,,,,,,
25.9954,16.754,,,,,,,30.7996,13.399,,,,,,,,,,,,
26,16.754,,,,,,,30.8016,13.398,,,,,,,,,,,,
26.0069,16.753,,,,,,,30.8043,13.397,,,,,,,,,,,,
26.0116,16.752,,,,,,,30.8063,13.397,,,,,,,,,,,,
26.0162,16.751,,,,,,,30.8094,13.396,,,,,,,,,,,,
26.0208,16.75,,,,,,,30.8125,13.394,,,,,,,,,,,,
26.024,16.75,,,,,,,30.816,13.393,,,,,,,,,,,,
26.028,16.749,,,,,,,30.818,13.393,,,,,,,,,,,,
26.034,16.748,,,,,,,30.8205,13.392,,,,,,,,,,,,
26.04,16.747,,,,,,,30.8237,13.391,,,,,,,,,,,,
26.0417,16.747,,,,,,,30.8257,13.39,,,,,,,,,,,,
26.0486,16.745,,,,,,,30.8282,13.389,,,,,,,,,,,,
26.0556,16.744,,,,,,,30.8302,13.389,,,,,,,,,,,,
26.0625,16.743,,,,,,,30.8333,13.388,,,,,,,,,,,,
26.066,16.742,,,,,,,30.8372,13.387,,,,,,,,,,,,
26.0703,16.742,,,,,,,30.8411,13.386,,,,,,,,,,,,
26.0768,16.741,,,,,,,30.845,13.384,,,,,,,,,,,,
26.0833,16.74,,,,,,,30.847,13.384,,,,,,,,,,,,
26.0903,16.739,,,,,,,30.8494,13.383,,,,,,,,,,,,
26.0949,16.738,,,,,,,30.8514,13.383,,,,,,,,,,,,
26.0996,16.738,,,,,,,30.8542,13.382,,,,,,,,,,,,
26.1042,16.737,,,,,,,30.8577,13.381,,,,,,,,,,,,
26.1111,16.736,,,,,,,30.862,13.38,,,,,,,,,,,,
26.1158,16.736,,,,,,,30.8642,13.379,,,,,,,,,,,,
26.1204,16.735,,,,,,,30.8669,13.379,,,,,,,,,,,,
26.125,16.734,,,,,,,30.8709,13.378,,,,,,,,,,,,
26.1319,16.733,,,,,,,30.875,13.376,,,,,,,,,,,,
26.1366,16.733,,,,,,,30.877,13.376,,,,,,,,,,,,
26.1412,16.732,,,,,,,30.8797,13.375,,,,,,,,,,,,
26.1458,16.732,,,,,,,30.8829,13.374,,,,,,,,,,,,
26.1528,16.731,,,,,,,30.8872,13.373,,,,,,,,,,,,
26.1574,16.73,,,,,,,30.8915,13.372,,,,,,,,,,,,
26.1621,16.73,,,,,,,30.8958,13.371,,,,,,,,,,,,
26.1667,16.729,,,,,,,30.8981,13.37,,,,,,,,,,,,
26.1736,16.728,,,,,,,30.9012,13.37,,,,,,,,,,,,
26.1783,16.728,,,,,,,30.9051,13.369,,,,,,,,,,,,
26.1829,16.727,,,,,,,30.9071,13.368,,,,,,,,,,,,
26.1875,16.727,,,,,,,30.9095,13.367,,,,,,,,,,,,
26.195,16.725,,,,,,,30.9131,13.366,,,,,,,,,,,,
26.2016,16.725,,,,,,,30.9167,13.365,,,,,,,,,,,,
26.2083,16.724,,,,,,,30.9209,13.364,,,,,,,,,,,,
26.2118,16.723,,,,,,,30.9229,13.364,,,,,,,,,,,,
26.2161,16.723,,,,,,,30.9253,13.363,,,,,,,,,,,,
26.2227,16.722,,,,,,,30.9283,13.362,,,,,,,,,,,,
26.2292,16.721,,,,,,,30.9329,13.361,,,,,,,,,,,,
26.2361,16.72,,,,,,,30.9375,13.36,,,,,,,,,,,,
26.2408,16.72,,,,,,,30.9395,13.36,,,,,,,,,,,,
26.2454,16.719,,,,,,,30.9422,13.359,,,,,,,,,,,,
26.25,16.718,,,,,,,30.9454,13.358,,,,,,,,,,,,
26.2569,16.717,,,,,,,30.9497,13.358,,,,,,,,,,,,
26.2616,16.717,,,,,,,30.954,13.357,,,,,,,,,,,,
26.2662,16.716,,,,,,,30.9583,13.356,,,,,,,,,,,,
26.2708,16.715,,,,,,,30.9606,13.355,,,,,,,,,,,,
26.2778,16.714,,,,,,,30.9637,13.355,,,,,,,,,,,,
26.2824,16.713,,,,,,,30.9676,13.354,,,,,,,,,,,,
26.2871,16.712,,,,,,,30.9696,13.353,,,,,,,,,,,,
