NU USDA Model Results,,,,NU Core Model Results,,,,NEIU USDA Model Results,,,,NEIU Core Model Results,,,,CSU USDA Model Results,,,,CSU Core model Results,
t,storage (cm),,,t,storage (cm),,,t,storage (cm),,,t,storage (cm),,,t,storage (cm),,,t,storage (cm)
11.8542,15.999,,,16.745,12.957,,,17.7995,14.861,,,17.0352,17.859,,,25.5417,22.189,,,11.9931,7.6456
11.8611,15.998,,,16.75,12.954,,,17.8028,14.86,,,17.0417,17.857,,,25.5625,22.18,,,12,7.6436
11.8658,15.998,,,16.7569,12.958,,,17.8076,14.859,,,17.05,17.854,,,25.575,22.175,,,12.0104,7.6406
11.8704,15.997,,,16.7592,12.957,,,17.8125,14.858,,,17.0542,17.853,,,25.5833,22.171,,,12.0208,7.6376
11.875,15.997,,,16.7616,12.955,,,17.8146,14.858,,,17.0583,17.852,,,25.6042,22.161,,,12.0417,7.6318
11.8819,15.996,,,16.7639,12.954,,,17.8172,14.857,,,17.0625,17.851,,,25.625,22.15,,,12.0625,7.6288
11.8866,15.996,,,16.7673,12.952,,,17.8211,14.856,,,17.0694,17.849,,,25.6458,22.141,,,12.0833,7.6239
11.8912,15.995,,,16.7708,12.951,,,17.825,14.855,,,17.0764,17.847,,,25.6667,22.132,,,12.09,7.6225
11.8958,15.995,,,16.775,12.948,,,17.8292,14.855,,,17.0833,17.845,,,25.6875,22.122,,,12.1042,7.6191
11.9028,15.994,,,16.7806,12.955,,,17.8333,14.854,,,17.0868,17.844,,,25.7083,22.113,,,12.125,7.6182
11.9074,15.993,,,16.7826,12.954,,,17.8385,14.853,,,17.0911,17.843,,,25.7292,22.104,,,12.1319,7.6164
11.9121,15.993,,,16.7844,12.953,,,17.8411,14.852,,,17.0977,17.841,,,25.73,22.104,,,12.1389,7.6147
11.9167,15.992,,,16.7862,12.953,,,17.8444,14.851,,,17.1042,17.84,,,25.75,22.095,,,12.1458,7.613
11.9198,15.992,,,16.789,12.951,,,17.8493,14.85,,,17.1111,17.838,,,25.7708,22.086,,,12.1563,7.6105
11.9236,15.992,,,16.7917,12.95,,,17.8542,14.849,,,17.1158,17.837,,,25.7917,22.077,,,12.1667,7.6081
11.9293,15.991,,,16.7952,12.948,,,17.8594,14.848,,,17.1204,17.835,,,25.8125,22.068,,,12.1875,7.6035
11.935,15.991,,,16.7995,12.946,,,17.862,14.848,,,17.125,17.834,,,25.8333,22.059,,,12.2083,7.6032
11.9375,15.991,,,16.806,12.942,,,17.8653,14.847,,,17.1319,17.832,,,25.8542,22.051,,,12.2292,7.598
11.9444,15.99,,,16.8125,12.939,,,17.8701,14.846,,,17.1366,17.831,,,25.875,22.042,,,12.245,7.5944
11.9514,15.989,,,16.8194,12.936,,,17.875,14.845,,,17.1412,17.83,,,25.885,22.037,,,12.25,7.5932
11.9583,15.988,,,16.8333,12.936,,,17.8802,14.844,,,17.1458,17.829,,,25.8958,22.032,,,12.2708,7.5886
11.9618,15.988,,,16.8438,12.959,,,17.8828,14.843,,,17.1528,17.827,,,25.9167,22.023,,,12.2917,7.5911
11.9661,15.988,,,16.8542,12.953,,,17.8861,14.843,,,17.1574,17.826,,,25.9375,22.014,,,12.3125,7.5841
11.9727,15.987,,,16.8611,12.95,,,17.8909,14.842,,,17.1621,17.825,,,25.9583,22.005,,,12.3333,7.5781
11.9792,15.987,,,16.8681,12.946,,,17.8958,14.841,,,17.1667,17.824,,,25.9792,21.996,,,12.3542,7.5729
11.9861,15.987,,,16.875,12.943,,,17.901,14.839,,,17.1736,17.822,,,26,21.987,,,12.375,7.5683
11.9908,15.986,,,16.885,12.938,,,17.9036,14.839,,,17.1783,17.821,,,26.0208,21.978,,,12.3958,7.5638
11.9954,15.986,,,16.895,12.933,,,17.9069,14.838,,,17.1829,17.82,,,26.04,21.969,,,12.4,7.563
12,15.986,,,16.8958,12.932,,,17.9118,14.837,,,17.1875,17.819,,,26.0417,21.968,,,12.4167,7.5591
12.0069,15.986,,,16.9062,12.927,,,17.9167,14.836,,,17.1904,17.818,,,26.0625,21.959,,,12.4375,7.5646
12.0116,15.986,,,16.9167,12.922,,,17.9219,14.835,,,17.1941,17.817,,,26.0833,21.949,,,12.4444,7.5617
12.0162,15.985,,,16.9375,12.912,,,17.9245,14.835,,,17.1995,17.816,,,26.1042,21.94,,,12.4514,7.5589
12.0208,15.985,,,16.9583,12.906,,,17.9278,14.834,,,17.205,17.814,,,26.125,21.931,,,12.4583,7.5562
12.0278,15.984,,,16.9792,12.897,,,17.9326,14.833,,,17.2083,17.814,,,26.1458,21.921,,,12.4688,7.5523
12.0324,15.983,,,16.9896,12.893,,,17.9375,14.832,,,17.2153,17.812,,,26.1667,21.912,,,12.4792,7.5487
12.0371,15.983,,,17,12.899,,,17.9427,14.831,,,17.2222,17.81,,,26.1875,21.903,,,12.5,7.5425
12.0417,15.983,,,17.0208,12.92,,,17.9453,14.83,,,17.2292,17.808,,,26.195,21.899,,,12.5208,7.5426
12.0486,15.982,,,17.0312,12.917,,,17.9486,14.83,,,17.2327,17.807,,,26.2083,21.894,,,12.5417,7.5364
12.0533,15.981,,,17.0417,12.915,,,17.9534,14.829,,,17.237,17.806,,,26.2292,21.885,,,12.555,7.533
12.0579,15.981,,,17.05,12.913,,,17.9583,14.828,,,17.2435,17.804,,,26.25,21.876,,,12.5625,7.5309
12.0625,15.98,,,17.0625,12.91,,,17.9635,14.827,,,17.25,17.802,,,26.2708,21.866,,,12.5833,7.5251
12.0694,15.979,,,17.0729,12.908,,,17.9661,14.826,,,17.2569,17.8,,,26.2917,21.855,,,12.6042,7.5293
12.0741,15.979,,,17.0833,12.905,,,17.9694,14.825,,,17.2616,17.799,,,26.3125,21.846,,,12.6111,7.5267
12.0787,15.979,,,17.1042,12.9,,,17.9743,14.824,,,17.2662,17.798,,,26.3333,21.836,,,12.6181,7.5242
12.0833,15.978,,,17.125,12.895,,,17.9792,14.823,,,17.2708,17.797,,,26.35,21.828,,,12.625,7.5217
12.09,15.978,,,17.1458,12.89,,,17.98,14.823,,,17.2778,17.795,,,26.3542,21.826,,,12.6354,7.5181
12.0971,15.977,,,17.1667,12.885,,,17.9822,14.823,,,17.2824,17.793,,,26.375,21.816,,,12.6458,7.5151
12.1042,15.976,,,17.1875,12.88,,,17.9852,14.822,,,17.2871,17.792,,,26.3958,21.807,,,12.6563,7.5122
12.1111,15.976,,,17.205,12.886,,,17.9889,14.821,,,17.2917,17.791,,,26.4167,21.797,,,12.6667,7.5096
12.1158,15.975,,,17.2083,12.885,,,17.9944,14.82,,,17.2986,17.789,,,26.4375,21.787,,,12.6875,7.5048
12.1204,15.975,,,17.2118,12.884,,,18,14.819,,,17.3033,17.787,,,26.4583,21.777,,,12.7083,7.5072
12.125,15.975,,,17.2161,12.883,,,18.0023,14.819,,,17.3079,17.786,,,26.4792,21.767,,,12.71,7.5066
12.1319,15.974,,,17.2227,12.881,,,18.0054,14.818,,,17.3125,17.785,,,26.5,21.757,,,12.7164,7.5083
12.1366,15.973,,,17.2292,12.879,,,18.0092,14.817,,,17.3194,17.783,,,26.505,21.754,,,12.7185,7.5075
12.1412,15.973,,,17.2361,12.878,,,18.015,14.816,,,17.3241,17.781,,,26.5208,21.747,,,12.7212,7.5065
12.1458,15.972,,,17.25,12.874,,,18.0208,14.815,,,17.3287,17.78,,,26.5417,21.736,,,12.7239,7.5055
12.1518,15.977,,,17.2604,12.871,,,18.0231,14.815,,,17.3333,17.779,,,26.5625,21.726,,,12.7292,7.5035
12.1593,15.983,,,17.2708,12.878,,,18.0262,14.814,,,17.3403,17.776,,,26.5833,21.715,,,12.7344,7.5016
12.1667,15.989,,,17.2778,12.876,,,18.0301,14.814,,,17.3449,17.775,,,26.6042,21.703,,,12.7396,7.4998
12.1727,16.005,,,17.2847,12.874,,,18.0359,14.813,,,17.3496,17.774,,,26.625,21.692,,,12.75,7.4963
12.1801,16.025,,,17.2917,12.872,,,18.0417,14.812,,,17.3542,17.772,,,26.6458,21.681,,,12.7604,7.4931
12.1875,16.044,,,17.3021,12.869,,,18.044,14.811,,,17.36,17.771,,,26.66,21.673,,,12.7708,7.4904
12.1944,16.041,,,17.3125,12.866,,,18.0471,14.811,,,17.3675,17.769,,,26.6667,21.669,,,12.7813,7.488
12.2014,16.038,,,17.3229,12.863,,,18.0509,14.81,,,17.375,17.767,,,26.6875,21.658,,,12.7917,7.4859
12.2083,16.035,,,17.3333,12.86,,,18.0567,14.809,,,17.3785,17.766,,,26.7083,21.647,,,12.8125,7.4819
12.2153,16.032,,,17.3542,12.853,,,18.0625,14.808,,,17.3828,17.764,,,26.7292,21.635,,,12.8333,7.4837
12.2292,16.026,,,17.36,12.862,,,18.0648,14.807,,,17.3893,17.762,,,26.75,21.624,,,12.8403,7.482
12.245,16.02,,,17.365,12.861,,,18.0679,14.807,,,17.3958,17.76,,,26.7708,21.613,,,12.8472,7.4804
12.25,16.018,,,17.37,12.859,,,18.0717,14.806,,,17.4028,17.758,,,26.7917,21.601,,,12.8542,7.4788
12.2708,16.009,,,17.375,12.858,,,18.0775,14.805,,,17.4074,17.757,,,26.8125,21.59,,,12.865,7.4764
12.2778,16.007,,,17.3819,12.856,,,18.0833,14.804,,,17.4121,17.756,,,26.815,21.59,,,12.875,7.4743
12.2847,16.005,,,17.3889,12.854,,,18.0856,14.804,,,17.4167,17.754,,,26.8333,21.592,,,12.8854,7.4722
12.2917,16.003,,,17.3958,12.852,,,18.0887,14.803,,,17.4236,17.752,,,26.8542,21.594,,,12.8958,7.4721
12.3021,16,,,17.4063,12.849,,,18.0926,14.803,,,17.4283,17.751,,,26.8646,21.624,,,12.9028,7.4707
12.3125,15.998,,,17.4167,12.846,,,18.0984,14.802,,,17.4329,17.749,,,26.875,21.653,,,12.9097,7.4692
12.3194,15.996,,,17.4236,12.855,,,18.1042,14.801,,,17.4375,17.748,,,26.8854,21.65,,,12.9167,7.4678
12.3264,15.995,,,17.4259,12.854,,,18.1065,14.8,,,17.4444,17.746,,,26.8958,21.648,,,12.9271,7.4658
12.3333,15.994,,,17.4283,12.853,,,18.1096,14.8,,,17.4491,17.745,,,26.9167,21.638,,,12.9375,7.4641
12.3368,15.993,,,17.4306,12.853,,,18.1134,14.799,,,17.4537,17.743,,,26.9375,21.628,,,12.9583,7.4607
12.3411,15.992,,,17.434,12.852,,,18.1192,14.798,,,17.4583,17.742,,,26.9583,21.618,,,12.9792,7.4649
12.3477,15.991,,,17.4375,12.851,,,18.125,14.797,,,17.4653,17.74,,,26.97,21.613,,,12.9861,7.4632
12.3542,15.99,,,17.4417,12.85,,,18.13,14.796,,,17.4699,17.739,,,26.9792,21.608,,,12.9931,7.4614
12.3611,15.989,,,17.4472,12.859,,,18.135,14.795,,,17.4746,17.737,,,27,21.598,,,13,7.4597
12.3658,15.988,,,17.4528,12.857,,,18.1386,14.795,,,17.4792,17.736,,,27.0208,21.588,,,13.01,7.4573
12.3704,15.987,,,17.4583,12.856,,,18.1422,14.794,,,17.4861,17.734,,,27.0417,21.578,,,13.02,7.455
12.375,15.986,,,17.4625,12.854,,,18.1458,14.793,,,17.4908,17.733,,,27.0625,21.568,,,13.0208,7.4549
12.3819,15.985,,,17.4681,12.853,,,18.1481,14.793,,,17.4954,17.731,,,27.0833,21.558,,,13.0417,7.4503
12.3866,15.984,,,17.4792,12.85,,,18.1512,14.792,,,17.5,17.73,,,27.1042,21.548,,,13.0625,7.4505
12.3912,15.983,,,17.4896,12.847,,,18.1551,14.792,,,17.5075,17.728,,,27.125,21.538,,,13.0694,7.449
12.3958,15.983,,,17.5,12.844,,,18.1609,14.791,,,17.515,17.726,,,27.1458,21.527,,,13.0764,7.4476
12.4,15.982,,,17.515,12.84,,,18.1667,14.79,,,17.5208,17.725,,,27.1667,21.517,,,13.0833,7.4463
12.4083,15.98,,,17.5208,12.838,,,18.169,14.789,,,17.5243,17.724,,,27.1875,21.506,,,13.0937,7.4444
12.4167,15.979,,,17.5417,12.832,,,18.1721,14.789,,,17.5286,17.723,,,27.2083,21.496,,,13.1042,7.4425
12.4202,15.978,,,17.5625,12.854,,,18.1759,14.788,,,17.5352,17.721,,,27.2292,21.485,,,13.125,7.4388
12.4245,15.977,,,17.5694,12.852,,,18.1817,14.787,,,17.5417,17.719,,,27.25,21.475,,,13.1458,7.4428
12.431,15.976,,,17.5764,12.85,,,18.1875,14.786,,,17.5486,17.717,,,27.2708,21.464,,,13.1528,7.4411
12.4375,15.975,,,17.5833,12.849,,,18.1898,14.786,,,17.5533,17.716,,,27.28,21.461,,,13.1597,7.4393
12.4444,15.973,,,17.5937,12.846,,,18.1929,14.785,,,17.5579,17.715,,,27.2917,21.456,,,13.1667,7.4376
12.4491,15.973,,,17.6042,12.843,,,18.1967,14.785,,,17.5625,17.714,,,27.3021,21.455,,,13.175,7.4356
12.4537,15.972,,,17.625,12.837,,,18.2025,14.784,,,17.5694,17.712,,,27.3125,21.453,,,13.1875,7.4327
12.4583,15.971,,,17.6458,12.887,,,18.2083,14.783,,,17.5741,17.711,,,27.3229,21.455,,,13.2083,7.4282
12.4653,15.97,,,17.6528,12.885,,,18.2106,14.782,,,17.5787,17.71,,,27.3333,21.458,,,13.2292,7.4246
12.4699,15.969,,,17.6597,12.883,,,18.2137,14.782,,,17.5833,17.708,,,27.3437,21.453,,,13.25,7.4233
12.4746,15.968,,,17.6667,12.881,,,18.2176,14.781,,,17.5903,17.706,,,27.3542,21.449,,,13.2569,7.4222
12.4792,15.968,,,17.67,12.88,,,18.2234,14.78,,,17.5949,17.705,,,27.375,21.438,,,13.2639,7.4209
12.4861,15.967,,,17.6875,12.876,,,18.2292,14.779,,,17.5996,17.704,,,27.3854,21.435,,,13.2708,7.4198
12.4908,15.966,,,17.7083,12.871,,,18.2315,14.779,,,17.6042,17.703,,,27.3958,21.431,,,13.2812,7.418
12.4954,15.966,,,17.7292,12.866,,,18.2346,14.778,,,17.6111,17.701,,,27.4062,21.428,,,13.2917,7.4161
12.5,15.965,,,17.75,12.861,,,18.2384,14.778,,,17.6158,17.7,,,27.4167,21.424,,,13.3125,7.4124
12.5069,15.964,,,17.7708,12.856,,,18.2442,14.777,,,17.6204,17.699,,,27.435,21.414,,,13.33,7.4188
12.5116,15.963,,,17.7917,12.851,,,18.25,14.776,,,17.625,17.698,,,27.4375,21.413,,,13.332,7.4182
12.5162,15.963,,,17.8125,12.846,,,18.2523,14.775,,,17.6319,17.696,,,27.4479,21.408,,,13.3333,7.4178
12.5208,15.962,,,17.825,12.843,,,18.2554,14.775,,,17.6366,17.695,,,27.4583,21.403,,,13.3359,7.417
12.5278,15.961,,,17.8333,12.842,,,18.2592,14.774,,,17.6412,17.693,,,27.4688,21.398,,,13.3396,7.4158
12.5324,15.96,,,17.8542,12.837,,,18.265,14.773,,,17.6458,17.692,,,27.4792,21.393,,,13.3444,7.4143
12.5371,15.96,,,17.875,12.832,,,18.2708,14.772,,,17.6528,17.69,,,27.4896,21.388,,,13.3493,7.4129
12.5417,15.959,,,17.8958,12.828,,,18.2772,14.771,,,17.6574,17.689,,,27.5,21.383,,,13.3542,7.4115
12.5483,15.958,,,17.9167,12.823,,,18.2815,14.77,,,17.6621,17.688,,,27.5104,21.391,,,13.3611,7.4095
12.555,15.957,,,17.9375,12.818,,,18.2857,14.769,,,17.6667,17.687,,,27.5208,21.399,,,13.375,7.4055
12.5625,15.955,,,17.9583,12.814,,,18.29,14.768,,,17.67,17.686,,,27.5313,21.396,,,13.3854,7.4046
12.566,15.955,,,17.9792,12.818,,,18.2917,14.768,,,17.6729,17.685,,,27.5417,21.394,,,13.3889,7.4037
12.5703,15.954,,,17.98,12.818,,,18.294,14.767,,,17.6766,17.684,,,27.5521,21.451,,,13.3923,7.4027
12.5768,15.953,,,17.9867,12.817,,,18.2971,14.767,,,17.682,17.683,,,27.5625,21.508,,,13.3958,7.4018
12.5833,15.952,,,17.9933,12.815,,,18.3009,14.766,,,17.6875,17.681,,,27.5833,21.622,,,13.401,7.4005
12.5903,15.951,,,18,12.814,,,18.3029,14.766,,,17.6944,17.679,,,27.59,21.725,,,13.4089,7.3985
12.5949,15.95,,,18.0104,12.811,,,18.3053,14.765,,,17.7014,17.678,,,27.6042,21.945,,,13.4167,7.3968
12.5996,15.95,,,18.0208,12.809,,,18.3089,14.764,,,17.7083,17.676,,,27.6146,22.106,,,13.4271,7.3946
12.6042,15.949,,,18.0417,12.805,,,18.3125,14.764,,,17.7118,17.675,,,27.625,22.267,,,13.4375,7.3926
12.6111,15.948,,,18.0625,12.801,,,18.3167,14.763,,,17.7161,17.674,,,27.6354,22.358,,,13.4479,7.3907
12.6158,15.947,,,18.0833,12.798,,,18.3222,14.762,,,17.7227,17.672,,,27.6458,22.449,,,13.4583,7.3889
12.6204,15.947,,,18.1042,12.794,,,18.3259,14.761,,,17.7292,17.671,,,27.6563,22.466,,,13.4792,7.3873
12.625,15.946,,,18.125,12.79,,,18.3296,14.761,,,17.7361,17.669,,,27.6667,22.483,,,13.4812,7.4018
12.6319,15.945,,,18.135,12.788,,,18.3333,14.76,,,17.7408,17.668,,,27.6875,22.473,,,13.4832,7.4011
12.6366,15.944,,,18.1458,12.786,,,18.3356,14.76,,,17.7454,17.667,,,27.7083,22.461,,,13.485,7.4005
12.6412,15.944,,,18.1667,12.783,,,18.3387,14.759,,,17.75,17.666,,,27.7292,22.451,,,13.4875,7.3997
12.6458,15.943,,,18.1875,12.779,,,18.3426,14.759,,,17.7569,17.664,,,27.745,22.444,,,13.4906,7.3987
12.6528,15.942,,,18.2083,12.784,,,18.3484,14.758,,,17.7616,17.663,,,27.75,22.441,,,13.4953,7.3971
12.6574,15.942,,,18.2153,12.782,,,18.3542,14.757,,,17.7662,17.662,,,27.7708,22.432,,,13.5,7.3956
12.6621,15.941,,,18.2222,12.781,,,18.3565,14.757,,,17.7708,17.66,,,27.7917,22.423,,,13.5052,7.3939
12.6667,15.94,,,18.2292,12.78,,,18.3596,14.756,,,17.7778,17.659,,,27.8125,22.414,,,13.513,7.3913
12.6736,15.939,,,18.2396,12.778,,,18.3634,14.755,,,17.7824,17.658,,,27.8333,22.404,,,13.5208,7.3887
12.6783,15.939,,,18.25,12.776,,,18.3692,14.754,,,17.7871,17.657,,,27.8542,22.395,,,13.5312,7.3854
12.6829,15.938,,,18.2604,12.774,,,18.375,14.753,,,17.7917,17.656,,,27.875,22.385,,,13.5417,7.3821
12.6875,15.938,,,18.2708,12.772,,,18.3773,14.753,,,17.7986,17.654,,,27.8958,22.375,,,13.5521,7.3789
12.6944,15.937,,,18.29,12.769,,,18.3804,14.752,,,17.8033,17.653,,,27.9,22.374,,,13.5625,7.3759
12.6991,15.937,,,18.2917,12.768,,,18.3842,14.752,,,17.8079,17.652,,,27.9167,22.366,,,13.5833,7.37
12.7037,15.936,,,18.3125,12.764,,,18.39,14.751,,,17.8125,17.651,,,27.9375,22.357,,,13.6042,7.3689
12.7083,15.935,,,18.3333,12.761,,,18.3958,14.75,,,17.8188,17.65,,,27.9583,22.347,,,13.625,7.3631
12.71,15.935,,,18.3542,12.767,,,18.3981,14.75,,,17.825,17.648,,,27.9792,22.337,,,13.64,7.3598
12.7132,15.935,,,18.375,12.792,,,18.4012,14.749,,,17.8333,17.647,,,28,22.328,,,13.6458,7.3585
12.7172,15.934,,,18.3819,12.791,,,18.4051,14.748,,,17.8368,17.646,,,28.0208,22.318,,,13.6667,7.3533
12.7232,15.934,,,18.3889,12.79,,,18.4109,14.747,,,17.8411,17.645,,,28.0417,22.307,,,13.6875,7.3586
12.7292,15.933,,,18.3958,12.788,,,18.4167,14.747,,,17.8477,17.644,,,28.055,22.301,,,13.7083,7.3513
12.7361,15.932,,,18.4063,12.786,,,18.419,14.746,,,17.8542,17.642,,,28.0625,22.297,,,13.7292,7.3458
12.7431,15.932,,,18.4167,12.784,,,18.4221,14.746,,,17.8611,17.641,,,28.0833,22.287,,,13.75,7.3429
12.75,15.931,,,18.4375,12.78,,,18.4259,14.745,,,17.8658,17.64,,,28.1042,22.277,,,13.7569,7.3414
12.7535,15.931,,,18.445,12.779,,,18.4317,14.744,,,17.8704,17.639,,,28.125,22.266,,,13.7639,7.3397
12.7578,15.93,,,18.4583,12.776,,,18.4375,14.743,,,17.875,17.638,,,28.1458,22.256,,,13.7708,7.3382
12.7643,15.93,,,18.4792,12.771,,,18.44,14.743,,,17.8819,17.637,,,28.1667,22.246,,,13.7812,7.3361
12.7708,15.929,,,18.5,12.777,,,18.4425,14.742,,,17.8866,17.636,,,28.1875,22.235,,,13.7917,7.3344
12.7778,15.928,,,18.5069,12.776,,,18.445,14.742,,,17.8912,17.635,,,28.2083,22.225,,,13.795,7.3339
12.7824,15.928,,,18.5139,12.774,,,18.4494,14.741,,,17.8958,17.634,,,28.21,22.224,,,13.8125,7.3316
12.7871,15.928,,,18.5208,12.773,,,18.4539,14.74,,,17.9028,17.632,,,28.2292,22.214,,,13.8333,7.3364
12.7917,15.927,,,18.5313,12.77,,,18.4583,14.739,,,17.9074,17.631,,,28.25,22.204,,,13.8403,7.3348
12.7986,15.927,,,18.5417,12.768,,,18.4606,14.739,,,17.9121,17.63,,,28.2708,22.193,,,13.8472,7.3333
12.8033,15.927,,,18.5521,12.766,,,18.4637,14.738,,,17.9167,17.629,,,28.2917,22.181,,,13.8542,7.3318
12.8079,15.926,,,18.5625,12.764,,,18.4676,14.738,,,17.9236,17.628,,,28.3125,22.169,,,13.8646,7.3297
12.8125,15.926,,,18.5833,12.759,,,18.4734,14.736,,,17.9283,17.627,,,28.3333,22.157,,,13.875,7.3277
12.8194,15.926,,,18.6,12.755,,,18.4792,14.735,,,17.9329,17.626,,,28.3542,22.146,,,13.8958,7.3239
12.8241,15.926,,,18.6042,12.755,,,18.4815,14.735,,,17.9375,17.625,,,28.365,22.141,,,13.9167,7.3241
12.8287,15.925,,,18.625,12.75,,,18.4846,14.734,,,17.9444,17.624,,,28.375,22.135,,,13.9375,7.3201
12.8333,15.925,,,18.6458,12.746,,,18.4884,14.734,,,17.9491,17.623,,,28.3958,22.124,,,13.95,7.318
12.8403,15.925,,,18.6667,12.741,,,18.4942,14.733,,,17.9537,17.622,,,28.4167,22.113,,,13.9583,7.3166
12.8449,15.925,,,18.6875,12.737,,,18.5,14.731,,,17.9583,17.621,,,28.4375,22.102,,,13.9792,7.3131
12.8496,15.925,,,18.7083,12.743,,,18.5023,14.731,,,17.9653,17.62,,,28.4583,22.09,,,14,7.3167
12.8542,15.924,,,18.7292,12.769,,,18.5054,14.73,,,17.9699,17.619,,,28.4792,22.079,,,14.0069,7.3152
12.8578,15.924,,,18.7327,12.768,,,18.5092,14.73,,,17.9746,17.618,,,28.5,22.068,,,14.0139,7.3129
12.8614,15.924,,,18.737,12.767,,,18.515,14.729,,,17.9792,17.617,,,28.52,22.056,,,14.0208,7.3108
12.865,15.924,,,18.7435,12.766,,,18.5208,14.727,,,17.98,17.617,,,28.5208,22.055,,,14.0313,7.3077
12.87,15.923,,,18.75,12.765,,,18.5231,14.727,,,17.9867,17.615,,,28.5417,22.042,,,14.0417,7.3049
12.875,15.923,,,18.755,12.764,,,18.5262,14.726,,,17.9911,17.615,,,28.5625,22.028,,,14.0625,7.2997
12.8819,15.923,,,18.7629,12.763,,,18.5301,14.726,,,17.9956,17.614,,,28.5833,22.013,,,14.0833,7.3026
12.8866,15.923,,,18.7708,12.761,,,18.5359,14.724,,,18,17.613,,,28.6042,22,,,14.1042,7.2965
12.8912,15.922,,,18.7813,12.759,,,18.5417,14.723,,,18.0069,17.611,,,28.625,21.986,,,14.105,7.2963
12.8958,15.922,,,18.7917,12.757,,,18.544,14.723,,,18.0116,17.611,,,28.6458,21.971,,,14.125,7.291
12.9028,15.922,,,18.8021,12.755,,,18.5471,14.722,,,18.0162,17.61,,,28.6667,21.956,,,14.1458,7.2923
12.9074,15.922,,,18.8125,12.753,,,18.5509,14.721,,,18.0208,17.609,,,28.675,21.951,,,14.1528,7.2941
12.9121,15.922,,,18.8333,12.749,,,18.5567,14.72,,,18.0278,17.608,,,28.6875,21.943,,,14.1551,7.2934
12.9167,15.922,,,18.8542,12.745,,,18.5625,14.719,,,18.0324,17.607,,,28.7083,21.93,,,14.158,7.2925
12.9236,15.922,,,18.875,12.741,,,18.5648,14.719,,,18.0371,17.606,,,28.7292,21.917,,,14.1623,7.2912
12.9283,15.922,,,18.8958,12.737,,,18.5679,14.718,,,18.0417,17.605,,,28.75,21.904,,,14.1667,7.29
12.9329,15.922,,,18.91,12.734,,,18.5717,14.717,,,18.0486,17.604,,,28.7708,21.891,,,14.1719,7.2886
12.9375,15.922,,,18.9167,12.733,,,18.5775,14.716,,,18.0533,17.603,,,28.7917,21.878,,,14.1797,7.2865
12.9444,15.922,,,18.9375,12.728,,,18.5833,14.715,,,18.0579,17.602,,,28.8125,21.866,,,14.1875,7.2845
12.9491,15.922,,,18.9583,12.724,,,18.5889,14.714,,,18.0625,17.602,,,28.83,21.856,,,14.1979,7.2819
12.9537,15.921,,,18.9792,12.728,,,18.5926,14.713,,,18.0694,17.6,,,28.8333,21.855,,,14.2083,7.2833
12.9583,15.921,,,19,12.723,,,18.5963,14.712,,,18.0741,17.6,,,28.8542,21.844,,,14.2118,7.2824
12.9653,15.921,,,19.0104,12.721,,,18.6,14.711,,,18.0787,17.599,,,28.875,21.833,,,14.2161,7.2812
12.9699,15.921,,,19.0208,12.719,,,18.6042,14.711,,,18.0833,17.598,,,28.8958,21.824,,,14.2227,7.2794
12.9746,15.92,,,19.0417,12.725,,,18.6065,14.71,,,18.0903,17.597,,,28.9167,21.815,,,14.2292,7.2778
12.9792,15.92,,,19.0486,12.724,,,18.6096,14.71,,,18.0949,17.596,,,28.9375,21.806,,,14.2361,7.2761
12.9861,15.919,,,19.0556,12.722,,,18.6134,14.709,,,18.0996,17.596,,,28.9583,21.797,,,14.25,7.2727
12.9908,15.919,,,19.0625,12.731,,,18.6192,14.708,,,18.1042,17.595,,,28.9792,21.788,,,14.26,7.2779
12.9954,15.918,,,19.0645,12.73,,,18.625,14.706,,,18.1111,17.594,,,28.985,21.785,,,14.2636,7.2766
13,15.918,,,19.065,12.73,,,18.6273,14.706,,,18.1158,17.593,,,29,21.778,,,14.2672,7.2753
13.0067,15.918,,,19.0676,12.73,,,18.6304,14.705,,,18.1204,17.592,,,29.0208,21.767,,,14.2708,7.2741
13.0111,15.917,,,19.0708,12.729,,,18.6342,14.705,,,18.125,17.591,,,29.0417,21.756,,,14.2778,7.2718
13.0156,15.917,,,19.0749,12.728,,,18.64,14.704,,,18.1283,17.591,,,29.0625,21.745,,,14.2847,7.2696
13.02,15.917,,,19.0833,12.726,,,18.6458,14.702,,,18.1317,17.59,,,29.0833,21.734,,,14.2917,7.2675
13.0208,15.917,,,19.0903,12.725,,,18.6481,14.702,,,18.135,17.59,,,29.1042,21.723,,,14.3021,7.2645
13.0278,15.917,,,19.1042,12.722,,,18.6512,14.701,,,18.1404,17.589,,,29.125,21.712,,,14.3125,7.2616
13.0324,15.916,,,19.1146,12.72,,,18.6551,14.701,,,18.1458,17.588,,,29.14,21.703,,,14.3229,7.2592
13.0371,15.916,,,19.125,12.717,,,18.6609,14.7,,,18.1528,17.586,,,29.1458,21.7,,,14.3333,7.2569
13.0417,15.915,,,19.1458,12.712,,,18.6667,14.699,,,18.1574,17.586,,,29.1667,21.689,,,14.3542,7.2546
13.0486,15.915,,,19.1667,12.707,,,18.669,14.698,,,18.1621,17.585,,,29.1875,21.678,,,14.3611,7.2679
13.0533,15.914,,,19.1875,12.702,,,18.6721,14.698,,,18.1667,17.584,,,29.2083,21.667,,,14.3634,7.2672
13.0579,15.914,,,19.2083,12.698,,,18.6759,14.697,,,18.1736,17.583,,,29.2292,21.656,,,14.3663,7.2662
