NU USDA Model Results,,,,NU Core Model Results,,,,NEIU USDA Model Results,,,,NEIU Core Model Results,,,,CSU USDA Model Results,,,,CSU Core model Results,,
t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),cum. Flux (cm)
14.3542,0,,,22.3958,0,,,20.1667,0,,,19.4625,0,,,,,,,16.25,0,110.12
14.3611,0,,,22.4167,0,,,20.1875,0,,,19.4681,0,,,,,,,16.2604,0,110.12
14.3658,0,,,22.4375,0,,,20.2083,0,,,19.4736,0,,,,,,,16.2708,0,110.12
14.3704,0,,,22.4583,0,,,20.2292,0,,,19.4792,0,,,,,,,16.2728,0,110.12
14.375,0,,,22.475,0,,,20.25,0,,,19.4844,0,,,,,,,16.275,0,110.12
14.3819,0,,,22.4792,0,,,20.2708,0,,,19.4896,0,,,,,,,16.2778,0,110.12
14.3866,0,,,22.5,0,,,20.2917,0,,,19.4948,0,,,,,,,16.2813,0,110.12
14.3912,0,,,22.5208,0,,,20.305,0,,,19.5,0,,,,,,,16.2865,0,110.12
14.3958,0,,,22.5417,0,,,20.3125,0,,,19.5052,0,,,,,,,16.2917,0,110.12
14.399,0,,,22.5625,0,,,20.3333,0,,,19.5104,0,,,,,,,16.2969,0,110.12
14.403,0,,,22.5833,0,,,20.3542,0,,,19.5156,0,,,,,,,16.3047,0,110.12
14.409,0,,,22.6042,0,,,20.375,0,,,19.5208,0,,,,,,,16.3125,0,110.12
14.415,0,,,22.625,0,,,20.3958,0,,,19.5254,0,,,,,,,16.316,0,110.12
14.4167,0,,,22.63,0,,,20.4167,0,,,19.53,0,,,,,,,16.318,0,110.12
14.4236,0,,,22.6458,0,,,20.4375,0,,,19.5358,0,,,,,,,16.3205,0,110.12
14.4306,0,,,22.6667,0,,,20.4583,0,,,19.5417,0,,,,,,,16.3237,0,110.12
14.4375,0,,,22.6875,0,,,20.46,0,,,19.5486,0,,,,,,,16.3285,0,110.12
14.441,0,,,22.7083,0,,,20.4792,0,,,19.5556,0,,,,,,,16.3333,0,110.12
14.4453,0,,,22.7292,0,,,20.5,0,,,19.5625,0,,,,,,,16.3385,0,110.12
14.4518,0,,,22.75,0,,,20.5208,0,,,19.5729,0,,,,,,,16.3464,0,110.12
14.4583,0,,,22.7708,0,,,20.5417,0,,,19.5833,0,,,,,,,16.3542,0,110.12
14.4653,0,,,22.785,0,,,20.5625,0,,,19.5937,0,,,,,,,16.3646,0,110.12
14.4699,0,,,22.7917,0,,,20.5833,0,,,19.6042,0,,,,,,,16.375,0,110.12
14.4746,0,,,22.8125,0,,,20.6042,0,,,19.625,0,,,,,,,16.3785,0,110.12
14.4792,0,,,22.8333,0,,,20.615,0,,,19.6458,0,,,,,,,16.3805,0,110.12
14.4861,0,,,22.8542,0,,,20.625,0,,,19.6667,0,,,,,,,16.383,0,110.12
14.4908,0,,,22.875,0,,,20.6458,0,,,19.685,0,,,,,,,16.3862,0,110.12
14.4954,0,,,22.8958,0,,,20.6667,0,,,19.6875,0,,,,,,,16.391,0,110.12
14.5,0,,,22.9167,0,,,20.6875,0,,,19.6979,0,,,,,,,16.3958,0,110.12
14.5069,0,,,22.9375,0,,,20.6979,0,,,19.7083,0,,,,,,,16.401,0,110.12
14.5116,0,,,22.94,0,,,20.7083,0,,,19.7188,0,,,,,,,16.4089,0,110.12
14.5162,0,,,22.9583,0,,,20.7292,0,,,19.7292,0,,,,,,,16.4167,0,110.12
14.5208,0,,,22.9792,0,,,20.7396,0,,,19.7396,0,,,,,,,16.43,0,110.12
14.5278,0,,,23,0,,,20.75,0,,,19.75,0,,,,,,,16.4375,0,110.12
14.5324,0,,,23.0208,0,,,20.76,0,,,19.7604,0,,,,,,,16.441,0,110.12
14.5371,0,,,23.0417,0,,,20.77,0,,,19.7708,0,,,,,,,16.4453,0,110.12
14.5417,0,,,23.0625,0,,,20.7708,0,,,19.7813,0,,,,,,,16.4518,0,110.12
14.5486,0,,,23.0833,0,,,20.7917,0,,,19.7917,0,,,,,,,16.4583,0,110.12
14.5533,0,,,23.095,0,,,20.8125,0,,,19.8125,0,,,,,,,16.4653,0,110.12
14.5579,0,,,23.1042,0,,,20.8333,0,,,19.8333,0,,,,,,,16.4792,0,110.12
14.5625,0,,,23.125,0,,,20.8542,0,,,19.84,0,,,,,,,16.4896,0,110.12
14.57,0,,,23.1458,0,,,20.875,0,,,19.8542,0,,,,,,,16.4931,0,110.12
14.5766,0,,,23.1667,0,,,20.8958,0,,,19.875,0,,,,,,,16.4965,0,110.12
14.5833,0,,,23.1875,0,,,20.9167,0,,,19.8958,0,,,,,,,16.5,0,110.12
14.5868,0,,,23.2083,0,,,20.925,0,,,19.9063,0,,,,,,,16.5052,0,110.12
14.5911,0,,,23.2292,0,,,20.9375,0,,,19.9167,0,,,,,,,16.513,0,110.12
14.5977,0,,,23.25,0,,,20.9583,0,,,19.9375,0,,,,,,,16.5208,0,110.12
14.6042,0,,,23.2708,0,,,20.9792,0,,,19.9479,0,,,,,,,16.5313,0,110.12
14.6111,0,,,23.2917,0,,,21,0,,,19.9583,0,,,,,,,16.5417,0,110.12
14.6158,0,,,23.3125,0,,,21.0208,0,,,19.9688,0,,,,,,,16.5521,0,110.12
14.6204,0,,,23.3333,0,,,21.0417,0,,,19.9792,0,,,,,,,16.5625,0,110.12
14.625,0,,,23.3542,0,,,21.0625,0,,,19.995,0,,,,,,,16.5694,0,110.12
14.6319,0,,,23.375,0,,,21.08,0,,,20,0,,,,,,,16.5717,0,110.12
14.6366,0,,,23.3958,0,,,21.0833,0,,,20.0104,0,,,,,,,16.5746,0,110.12
14.6412,0,,,23.405,0,,,21.0937,0,,,20.0208,0,,,,,,,16.579,0,110.12
14.6458,0,,,23.4167,0,,,21.1042,0,,,20.0313,0,,,,,,,16.5833,0,110.12
14.6528,0,,,23.4375,0,,,21.125,0,,,20.0417,0,,,,,,,16.585,0,110.12
14.6574,0,,,23.4583,0,,,21.1458,0,,,20.0625,0,,,,,,,16.5898,0,110.12
14.6621,0,,,23.4792,0,,,21.1667,0,,,20.0833,0,,,,,,,16.597,0,110.12
14.6667,0,,,23.5,0,,,21.1875,0,,,20.1042,0,,,,,,,16.6042,0,110.12
14.6736,0,,,23.5069,0,,,21.2083,0,,,20.125,0,,,,,,,16.6146,0,110.12
14.6783,0,,,23.5139,0,,,21.2292,0,,,20.1458,0,,,,,,,16.6181,0,110.12
14.6829,0,,,23.5208,0,,,21.235,0,,,20.15,0,,,,,,,16.6201,0,110.12
14.6875,0,,,23.5313,0,,,21.25,0,,,20.1667,0,,,,,,,16.6225,0,110.12
14.6944,0,,,23.5417,0,,,21.2708,0,,,20.1875,0,,,,,,,16.625,0,110.12
14.6991,0,,,23.5509,0,,,21.2917,0,,,20.2083,0,,,,,,,16.6285,0,110.12
14.7037,0,,,23.56,0,,,21.3125,0,,,20.2292,0,,,,,,,16.6328,0,110.12
14.7083,0,,,23.5625,0,,,21.3333,0,,,20.25,0,,,,,,,16.6393,0,110.12
14.7111,0,,,23.5833,0,,,21.3542,0,,,20.2708,0,,,,,,,16.6458,0,110.12
14.7146,0,,,23.6042,0,,,21.375,0,,,20.2917,0,,,,,,,16.6528,0,110.12
14.7198,0,,,23.625,0,,,21.39,0,,,20.305,0,,,,,,,16.6667,0,110.12
14.725,0,,,23.6319,0,,,21.3958,0,,,20.3125,0,,,,,,,16.6702,0,110.12
14.7292,0,,,23.6389,0,,,21.4167,0,,,20.3333,0,,,,,,,16.6722,0,110.12
14.7361,0,,,23.6458,0,,,21.4375,0,,,20.3542,0,,,,,,,16.6747,0,110.12
14.7431,0,,,23.6563,0,,,21.4583,0,,,20.375,0,,,,,,,16.6779,0,110.12
14.75,0,,,23.6667,0,,,21.4792,0,,,20.3958,0,,,,,,,16.6827,0,110.12
14.7535,0,,,23.6771,0,,,21.5,0,,,20.4167,0,,,,,,,16.6875,0,110.12
14.7578,0,,,23.6875,0,,,21.5208,0,,,20.4375,0,,,,,,,16.6927,0,110.12
14.7643,0,,,23.7083,0,,,21.5312,0,,,20.4583,0,,,,,,,16.7005,0,110.12
14.7708,0,,,23.715,0,,,21.5417,0,,,20.46,0,,,,,,,16.7083,0,110.12
14.7731,0,,,23.7292,0,,,21.545,0,,,20.4792,0,,,,,,,16.7118,0,110.12
14.7762,0,,,23.75,0,,,21.5625,0,,,20.5,0,,,,,,,16.7161,0,110.12
14.7801,0,,,23.7708,0,,,21.5833,0,,,20.5208,0,,,,,,,16.7227,0,110.12
14.7859,0,,,23.7917,0,,,21.6042,0,,,20.5417,0,,,,,,,16.7292,0,110.12
14.7917,0,,,23.7986,0,,,21.625,0,,,20.5625,0,,,,,,,16.74,0,110.12
14.794,0,,,23.8009,0,,,21.6458,0,,,20.5833,0,,,,,,,16.7433,0,110.12
14.7971,0,,,23.8038,0,,,21.6667,0,,,20.6042,0,,,,,,,16.7453,0,110.12
14.8009,0,,,23.8082,0,,,21.6875,0,,,20.615,0,,,,,,,16.7477,0,110.12
14.8067,0,,,23.8125,0,,,21.7,0,,,20.625,0,,,,,,,16.75,0,110.12
14.8125,0,,,23.8177,0,,,21.7083,0,,,20.6458,0,,,,,,,16.7535,0,110.12
14.8148,0,,,23.8255,0,,,21.7292,0,,,20.6667,0,,,,,,,16.7578,0,110.12
14.8179,0,,,23.8333,0,,,21.75,0,,,20.6875,0,,,,,,,16.7643,0,110.12
14.8217,0,,,23.8438,0,,,21.7604,0,,,20.6979,0,,,,,,,16.7708,0,110.12
14.8275,0,,,23.8542,0,,,21.7708,0,,,20.7083,0,,,,,,,16.7731,0,110.12
14.8333,0,,,23.87,0,,,21.7917,0,,,20.7292,0,,,,,,,16.7762,0,110.12
14.8356,0,,,23.875,0,,,21.8125,0,,,20.7396,0,,,,,,,16.7793,0,110.12
14.8387,0,,,23.8958,0,,,21.8333,0,,,20.75,0,,,,,,,16.7834,0,110.12
14.8426,0,,,23.9167,0,,,21.8542,0,,,20.76,0,,,,,,,16.7876,0,110.12
14.8484,0,,,23.9375,0,,,21.855,0,,,20.77,0,,,,,,,16.7917,0,110.12
14.8542,0,,,23.9583,0,,,21.875,0,,,20.7708,0,,,,,,,16.794,0,110.12
14.8565,0,,,23.9792,0,,,21.8958,0,,,20.7917,0,,,,,,,16.7971,0,110.12
14.8596,0,,,24,0,,,21.9167,0,,,20.8125,0,,,,,,,16.8002,0,110.12
14.8634,0,,,24.0069,0,,,21.9375,0,,,20.8333,0,,,,,,,16.8043,0,110.12
14.8692,0,,,24.0139,0,,,21.9583,0,,,20.8542,0,,,,,,,16.8084,0,110.12
14.875,0,,,24.0208,0,,,21.9792,0,,,20.875,0,,,,,,,16.8125,0,110.12
14.88,0,,,24.025,0,,,22,0,,,20.8958,0,,,,,,,16.8194,0,110.12
14.8826,0,,,24.0333,0,,,22.01,0,,,20.9167,0,,,,,,,16.8264,0,110.12
14.8859,0,,,24.0417,0,,,22.0208,0,,,20.925,0,,,,,,,16.8333,0,110.12
14.8909,0,,,24.0521,0,,,22.0417,0,,,20.9375,0,,,,,,,16.8437,0,110.12
14.8958,0,,,24.0625,0,,,22.0625,0,,,20.9583,0,,,,,,,16.8542,0,110.12
14.901,0,,,24.0833,0,,,22.0833,0,,,20.9792,0,,,,,,,16.8611,0,110.12
14.9036,0,,,24.1042,0,,,22.1042,0,,,21,0,,,,,,,16.8681,0,110.12
14.9069,0,,,24.125,0,,,22.125,0,,,21.0208,0,,,,,,,16.875,0,110.12
14.9118,0,,,24.1458,0,,,22.1458,0,,,21.0417,0,,,,,,,16.885,0,110.12
14.9167,0,,,24.1667,0,,,22.165,0,,,21.0625,0,,,,,,,16.895,0,110.12
14.9219,0,,,24.18,0,,,22.1667,0,,,21.08,0,,,,,,,16.8958,0,110.12
14.9245,0,,,24.1875,0,,,22.1875,0,,,21.0833,0,,,,,,,16.8993,0,110.12
14.9278,0,,,24.2083,0,,,22.2083,0,,,21.0937,0,,,,,,,16.9036,0,110.12
14.9326,0,,,24.2153,0,,,22.2292,0,,,21.1042,0,,,,,,,16.9102,0,110.12
14.9375,0,,,24.2176,0,,,22.25,0,,,21.125,0,,,,,,,16.9167,0,110.12
14.9427,0,,,24.2205,0,,,22.2708,0,,,21.1458,0,,,,,,,16.919,0,110.12
14.9453,0,,,24.2248,0,,,22.2917,0,,,21.1667,0,,,,,,,16.9221,0,110.12
14.9485,0,,,24.2292,0,,,22.3125,0,,,21.1875,0,,,,,,,16.9252,0,110.12
14.9534,0,,,24.2318,0,,,22.32,0,,,21.2083,0,,,,,,,16.9293,0,110.12
14.9583,0,,,24.2344,0,,,22.3333,0,,,21.2292,0,,,,,,,16.9334,0,110.12
14.9635,0,,,24.2383,0,,,22.3542,0,,,21.235,0,,,,,,,16.9375,0,110.12
14.9661,0,,,24.2422,0,,,22.375,0,,,21.25,0,,,,,,,16.9444,0,110.12
14.9694,0,,,24.25,0,,,22.3958,0,,,21.2708,0,,,,,,,16.9514,0,110.12
14.9743,0,,,24.2569,0,,,22.4167,0,,,21.2917,0,,,,,,,16.9583,0,110.12
14.9792,0,,,24.2708,0,,,22.4375,0,,,21.3125,0,,,,,,,16.9687,0,110.12
14.9844,0,,,24.2813,0,,,22.4583,0,,,21.3333,0,,,,,,,16.9792,0,110.12
14.987,0,,,24.2917,0,,,22.475,0,,,21.3542,0,,,,,,,16.9827,0,110.12
14.9903,0,,,24.3125,0,,,22.4792,0,,,21.375,0,,,,,,,16.987,0,110.12
14.9951,0,,,24.3333,0,,,22.5,0,,,21.39,0,,,,,,,16.9892,0,110.12
15,0,,,24.335,0,,,22.5208,0,,,21.3958,0,,,,,,,16.9919,0,110.12
15.0052,0,,,24.3542,0,,,22.5417,0,,,21.4167,0,,,,,,,16.9946,0,110.12
15.0078,0,,,24.375,0,,,22.5625,0,,,21.4375,0,,,,,,,17,0,110.12
15.011,0,,,24.3958,0,,,22.5833,0,,,21.4583,0,,,,,,,17.0052,0,110.12
15.0159,0,,,24.4063,0,,,22.6042,0,,,21.4792,0,,,,,,,17.0104,0,110.12
15.0208,0,,,24.4167,0,,,22.625,0,,,21.5,0,,,,,,,17.0208,0,110.12
15.0228,0,,,24.4375,0,,,22.63,0,,,21.5208,0,,,,,,,17.0312,0,110.12
15.0248,0,,,24.4583,0,,,22.6458,0,,,21.5312,0,,,,,,,17.0417,0,110.12
15.0269,0,,,24.4792,0,,,22.6667,0,,,21.5417,0,,,,,,,17.05,0,110.12
15.0289,0,,,24.49,0,,,22.6875,0,,,21.545,0,,,,,,,17.0542,0,110.12
15.0309,0,,,24.5,0,,,22.7083,0,,,21.5625,0,,,,,,,17.0583,0,110.12
15.033,0,,,24.5208,0,,,22.7292,0,,,21.5833,0,,,,,,,17.0625,0,110.12
15.035,0,,,24.5417,0,,,22.75,0,,,21.6042,0,,,,,,,17.0694,0,110.12
15.0372,0,,,24.5625,0,,,22.7708,0,,,21.625,0,,,,,,,17.0764,0,110.12
15.0395,0,,,24.5833,0,,,22.785,0,,,21.6458,0,,,,,,,17.0833,0,110.12
15.0417,0,,,24.6042,0,,,22.7917,0,,,21.6667,0,,,,,,,17.0937,0,110.12
15.0437,0,,,24.6111,0,,,22.8125,0,,,21.6875,0,,,,,,,17.1042,0,110.12
15.0458,0,,,24.6181,0,,,22.8333,0,,,21.7,0,,,,,,,17.125,0,110.12
15.0479,0,,,24.625,0,,,22.8542,0,,,21.7083,0,,,,,,,17.1458,0,110.12
15.05,0,,,24.63,0,,,22.875,0,,,21.7292,0,,,,,,,17.1528,0,110.12
15.0525,0,,,24.6375,0,,,22.8958,0,,,21.75,0,,,,,,,17.1597,0,110.12
15.0558,0,,,24.645,0,,,22.9167,0,,,21.7604,0,,,,,,,17.1667,0,110.12
15.0592,0,,,24.6458,0,,,22.9375,0,,,21.7708,0,,,,,,,17.1771,0,110.12
15.0625,0,,,24.6528,0,,,22.94,0,,,21.7917,0,,,,,,,17.1875,0,110.12
15.0667,0,,,24.6667,0,,,22.9583,0,,,21.8125,0,,,,,,,17.205,0,110.12
15.0722,0,,,24.6771,0,,,22.9792,0,,,21.8333,0,,,,,,,17.2083,0,110.12
15.0778,0,,,24.6875,0,,,23,0,,,21.8542,0,,,,,,,17.2292,0,110.12
15.0833,0,,,24.7083,0,,,23.0208,0,,,21.855,0,,,,,,,17.25,0,110.12
15.0903,0,,,24.7292,0,,,23.0417,0,,,21.875,0,,,,,,,17.2569,0,110.12
15.1042,0,,,24.7396,0,,,23.0625,0,,,21.8958,0,,,,,,,17.2639,0,110.12
15.1146,0,,,24.7431,0,,,23.0833,0,,,21.9167,0,,,,,,,17.2708,0,110.12
15.125,0,,,24.7465,0,,,23.095,0,,,21.9375,0,,,,,,,17.2812,0,110.12
15.1354,0,,,24.75,0,,,23.1042,0,,,21.9583,0,,,,,,,17.2917,0,110.12
15.1458,0,,,24.7552,0,,,23.125,0,,,21.9792,0,,,,,,,17.3125,0,110.12
15.1667,0,,,24.763,0,,,23.1458,0,,,22,0,,,,,,,17.3333,0,110.12
15.1875,0,,,24.7708,0,,,23.1667,0,,,22.01,0,,,,,,,17.3403,0,110.12
15.19,0,,,24.7812,0,,,23.1875,0,,,22.0208,0,,,,,,,17.3472,0,110.12
15.2083,0,,,24.7917,0,,,23.2083,0,,,22.0417,0,,,,,,,17.3542,0,110.12
15.2292,0,,,24.8,0,,,23.2292,0,,,22.0625,0,,,,,,,17.36,0,110.12
15.25,0,,,24.8125,0,,,23.25,0,,,22.0833,0,,,,,,,17.375,0,110.12
15.2708,0,,,24.8229,0,,,23.2708,0,,,22.1042,0,,,,,,,17.3958,0,110.12
15.2917,0,,,24.8333,0,,,23.2917,0,,,22.125,0,,,,,,,17.3978,0,110.12
15.3125,0,,,24.8542,0,,,23.3125,0,,,22.1458,0,,,,,,,17.3999,0,110.12
15.3333,0,,,24.875,0,,,23.3333,0,,,22.165,0,,,,,,,17.402,0,110.12
15.345,0,,,24.8958,0,,,23.3542,0,,,22.1667,0,,,,,,,17.4041,0,110.12
15.3542,0,,,24.9167,0,,,23.375,0,,,22.1875,0,,,,,,,17.4062,0,110.12
15.375,0,,,24.9375,0,,,23.3958,0,,,22.2083,0,,,,,,,17.4083,0,110.12
15.3958,0,,,24.955,0,,,23.405,0,,,22.2292,0,,,,,,,17.4104,0,110.12
15.4167,0,,,24.9583,0,,,23.4167,0,,,22.25,0,,,,,,,17.4125,0,110.12
15.4375,0,,,24.9792,0,,,23.4375,0,,,22.2708,0,,,,,,,17.4146,0,110.12
15.4583,0,,,25,0,,,23.4583,0,,,22.2917,0,,,,,,,17.4167,0,110.12
15.4792,0,,,25.0208,0,,,23.4792,0,,,22.3125,0,,,,,,,17.4188,0,110.12
15.5,0,,,25.0417,0,,,23.5,0,,,22.32,0,,,,,,,17.4215,0,110.12
15.5208,0,,,25.0625,0,,,23.5208,0,,,22.3333,0,,,,,,,17.4247,0,110.12
15.5417,0,,,25.0833,0,,,23.5417,0,,,22.3542,0,,,,,,,17.4289,0,110.12
15.5625,0,,,25.0903,0,,,23.56,0,,,22.375,0,,,,,,,17.4375,0,110.12
15.5833,0,,,25.0972,0,,,23.5625,0,,,22.3958,0,,,,,,,17.4444,0,110.12
15.6042,0,,,25.1042,0,,,23.5833,0,,,22.4167,0,,,,,,,17.4583,0,110.12
15.625,0,,,25.11,0,,,23.6042,0,,,22.4375,0,,,,,,,17.4688,0,110.12
15.6319,0,,,25.125,0,,,23.625,0,,,22.4583,0,,,,,,,17.4722,0,110.12
15.6389,0,,,25.1458,0,,,23.6458,0,,,22.475,0,,,,,,,17.4742,0,110.12
15.6458,0,,,25.1667,0,,,23.6667,0,,,22.4792,0,,,,,,,17.4767,0,110.12
15.655,0,,,25.1875,0,,,23.6875,0,,,22.5,0,,,,,,,17.4792,0,110.12
15.6589,0,,,25.2083,0,,,23.7083,0,,,22.5208,0,,,,,,,17.4827,0,110.12
15.6628,0,,,25.2292,0,,,23.715,0,,,22.5417,0,,,,,,,17.487,0,110.12
15.6667,0,,,25.25,0,,,23.7292,0,,,22.5625,0,,,,,,,17.4935,0,110.12
15.6736,0,,,25.255,0,,,23.75,0,,,22.5833,0,,,,,,,17.5,0,110.12
15.6806,0,,,25.26,0,,,23.7708,0,,,22.6042,0,,,,,,,17.5075,0,110.12
15.6875,0,,,25.265,0,,,23.7917,0,,,22.625,0,,,,,,,17.515,0,110.12
15.691,0,,,25.2708,0,,,23.8125,0,,,22.63,0,,,,,,,17.5208,0,110.12
15.6953,0,,,25.2812,0,,,23.8333,0,,,22.6458,0,,,,,,,17.5312,0,110.12
15.7018,0,,,25.2865,0,,,23.8542,0,,,22.6667,0,,,,,,,17.5417,0,110.12
15.7083,0,,,25.2917,0,,,23.87,0,,,22.6875,0,,,,,,,17.5521,0,110.12
15.7153,0,,,25.2986,0,,,23.875,0,,,22.7083,0,,,,,,,17.5556,0,110.12
15.7199,0,,,25.3125,0,,,23.8958,0,,,22.7292,0,,,,,,,17.559,0,110.12
15.7246,0,,,25.3229,0,,,23.9167,0,,,22.75,0,,,,,,,17.5625,0,110.12
15.7292,0,,,25.3333,0,,,23.9375,0,,,22.7708,0,,,,,,,17.5677,0,110.12
15.7361,0,,,25.3542,0,,,23.9583,0,,,22.785,0,,,,,,,17.5755,0,110.12
15.7408,0,,,25.375,0,,,23.9792,0,,,22.7917,0,,,,,,,17.5833,0,110.12
15.7454,0,,,25.3819,0,,,24,0,,,22.8125,0,,,,,,,17.5937,0,110.12
15.75,0,,,25.3889,0,,,24.0208,0,,,22.8333,0,,,,,,,17.6042,0,110.12
15.7569,0,,,25.3958,0,,,24.025,0,,,22.8542,0,,,,,,,17.6077,0,110.12
15.7616,0,,,25.4062,0,,,24.0417,0,,,22.875,0,,,,,,,17.612,0,110.12
15.7662,0,,,25.4167,0,,,24.0625,0,,,22.8958,0,,,,,,,17.614,0,110.12
15.7708,0,,,25.42,0,,,24.0833,0,,,22.9167,0,,,,,,,17.6168,0,110.12
15.7778,0,,,25.4375,0,,,24.1042,0,,,22.9375,0,,,,,,,17.6209,0,110.12
15.7824,0,,,25.4583,0,,,24.125,0,,,22.94,0,,,,,,,17.625,0,110.12
15.7871,0,,,25.4792,0,,,24.1458,0,,,22.9583,0,,,,,,,17.6292,0,110.12
15.7917,0,,,25.5,0,,,24.1667,0,,,22.9792,0,,,,,,,17.6347,0,110.12
15.7948,0,,,25.5208,0,,,24.18,0,,,23,0,,,,,,,17.6458,0,110.12
15.7986,0,,,25.5417,0,,,24.1875,0,,,23.0208,0,,,,,,,17.6563,0,110.12
15.8043,0,,,25.5625,0,,,24.2083,0,,,23.0417,0,,,,,,,17.6667,0,110.12
15.81,0,,,25.5667,0,,,24.2292,0,,,23.0625,0,,,,,,,17.6687,0,110.12
15.8125,0,,,25.5708,0,,,24.2361,0,,,23.0833,0,,,,,,,17.67,0,110.12
15.8194,0,,,25.575,0,,,24.2431,0,,,23.095,0,,,,,,,17.6725,0,110.12
15.8264,0,,,25.5833,0,,,24.25,0,,,23.1042,0,,,,,,,17.6762,0,110.12
15.8333,0,,,25.5937,0,,,24.2535,0,,,23.125,0,,,,,,,17.68,0,110.12
15.8368,0,,,25.6042,0,,,24.2578,0,,,23.1458,0,,,,,,,17.6875,0,110.12
15.8411,0,,,25.6146,0,,,24.2643,0,,,23.1667,0,,,,,,,17.6944,0,110.12
15.8477,0,,,25.625,0,,,24.2708,0,,,23.1875,0,,,,,,,17.7083,0,110.12
15.8542,0,,,25.6458,0,,,24.2778,0,,,23.2083,0,,,,,,,17.7187,0,110.12
15.8611,0,,,25.6667,0,,,24.2824,0,,,23.2292,0,,,,,,,17.7222,0,110.12
15.8658,0,,,25.6875,0,,,24.2871,0,,,23.25,0,,,,,,,17.7257,0,110.12
15.8704,0,,,25.7083,0,,,24.2917,0,,,23.2708,0,,,,,,,17.7292,0,110.12
15.875,0,,,25.7292,0,,,24.2977,0,,,23.2917,0,,,,,,,17.7344,0,110.12
15.8819,0,,,25.73,0,,,24.3051,0,,,23.3125,0,,,,,,,17.7422,0,110.12
15.8866,0,,,25.75,0,,,24.3125,0,,,23.3333,0,,,,,,,17.75,0,110.12
15.8912,0,,,25.7708,0,,,24.3229,0,,,23.3542,0,,,,,,,17.7604,0,110.12
15.8958,0,,,25.7917,0,,,24.3333,0,,,23.375,0,,,,,,,17.7708,0,110.12
15.9028,0,,,25.8125,0,,,24.335,0,,,23.3958,0,,,,,,,17.7813,0,110.12
15.9074,0,,,25.8194,0,,,24.3542,0,,,23.405,0,,,,,,,17.7917,0,110.12
15.9121,0,,,25.8264,0,,,24.375,0,,,23.4167,0,,,,,,,17.7986,0,110.12
15.9167,0,,,25.8333,0,,,24.3819,0,,,23.4375,0,,,,,,,17.8056,0,110.12
15.919,0,,,25.8403,0,,,24.3889,0,,,23.4583,0,,,,,,,17.8125,0,110.12
15.9221,0,,,25.8472,0,,,24.3958,0,,,23.4792,0,,,,,,,17.825,0,110.12
15.9259,0,,,25.8542,0,,,24.4048,0,,,23.5,0,,,,,,,17.8333,0,110.12
15.9317,0,,,25.8646,0,,,24.4167,0,,,23.5208,0,,,,,,,17.8403,0,110.12
15.9375,0,,,25.875,0,,,24.4236,0,,,23.5417,0,,,,,,,17.8472,0,110.12
15.9444,0,,,25.885,0,,,24.4306,0,,,23.56,0,,,,,,,17.8542,0,110.12
15.9514,0,,,25.8958,0,,,24.4375,0,,,23.5625,0,,,,,,,17.8646,0,110.12
15.9583,0,,,25.9063,0,,,24.441,0,,,23.5833,0,,,,,,,17.875,0,110.12
15.965,0,,,25.9167,0,,,24.4453,0,,,23.6042,0,,,,,,,17.8819,0,110.12
15.9697,0,,,25.9375,0,,,24.4518,0,,,23.625,0,,,,,,,17.8889,0,110.12
15.9745,0,,,25.9583,0,,,24.4583,0,,,23.6458,0,,,,,,,17.8958,0,110.12
15.9792,0,,,25.9792,0,,,24.4653,0,,,23.6667,0,,,,,,,17.8993,0,110.12
15.9854,0,,,26,0,,,24.4699,0,,,23.6875,0,,,,,,,17.9036,0,110.12
15.9927,0,,,26.0208,0,,,24.4746,0,,,23.7083,0,,,,,,,17.908,0,110.12
16,0,,,26.04,0,,,24.4792,0,,,23.715,0,,,,,,,17.9167,0,110.12
16.0069,0,,,26.0417,0,,,24.4846,0,,,23.7292,0,,,,,,,17.9236,0,110.12
16.0208,0,,,26.0486,0,,,24.49,0,,,23.75,0,,,,,,,17.9375,0,110.12
16.0243,0,,,26.0556,0,,,24.5,0,,,23.7708,0,,,,,,,17.941,0,110.12
16.0286,0,,,26.0625,0,,,24.5035,0,,,23.7917,0,,,,,,,17.943,0,110.12
16.0352,0,,,26.066,0,,,24.5078,0,,,23.8125,0,,,,,,,17.9455,0,110.12
16.0417,0,,,26.0694,0,,,24.5143,0,,,23.8333,0,,,,,,,17.9487,0,110.12
16.0486,0,,,26.0729,0,,,24.5208,0,,,23.8542,0,,,,,,,17.9535,0,110.12
16.0533,0,,,26.0781,0,,,24.5278,0,,,23.87,0,,,,,,,17.9583,0,110.12
16.0579,0,,,26.0833,0,,,24.5324,0,,,23.875,0,,,,,,,17.9635,0,110.12
16.0625,0,,,26.0885,0,,,24.5371,0,,,23.8958,0,,,,,,,17.9714,0,110.12
16.0694,0,,,26.0964,0,,,24.5417,0,,,23.9167,0,,,,,,,17.9792,0,110.12
16.0741,0,,,26.1042,0,,,24.5486,0,,,23.9375,0,,,,,,,17.98,0,110.12
16.0787,0,,,26.1146,0,,,24.5533,0,,,23.9583,0,,,,,,,17.99,0,110.12
16.0833,0,,,26.125,0,,,24.5579,0,,,23.9792,0,,,,,,,18,0,110.12
16.0903,0,,,26.1354,0,,,24.5625,0,,,24,0,,,,,,,18.0104,0,110.12
