NU USDA Model Results,,,,NU Core Model Results,,,,NEIU USDA Model Results,,,,NEIU Core Model Results,,,,CSU USDA Model Results,,,,CSU Core model Results,,
t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),,,t,flux (cm/d),cum. Flux (cm)
12.9653,0,,,19.0104,0,,,18.6,0,,,18.0787,0,,,28.875,0,,,14.2161,0,18.402
12.9699,0,,,19.0208,0,,,18.6042,0,,,18.0833,0,,,28.8958,0,,,14.2227,0,18.402
12.9746,0,,,19.0417,0,,,18.6065,0,,,18.0903,0,,,28.9167,0,,,14.2292,0,18.402
12.9792,0,,,19.0486,0,,,18.6096,0,,,18.0949,0,,,28.9375,0,,,14.2361,0,18.402
12.9861,0,,,19.0556,0,,,18.6134,0,,,18.0996,0,,,28.9583,0,,,14.25,0,18.402
12.9908,0,,,19.0625,0,,,18.6192,0,,,18.1042,0,,,28.9792,0,,,14.26,0,18.402
12.9954,0,,,19.0645,0,,,18.625,0,,,18.1111,0,,,28.985,0,,,14.2636,0,18.402
13,0,,,19.065,0,,,18.6273,0,,,18.1158,0,,,29,0,,,14.2672,0,18.402
13.0067,0,,,19.0676,0,,,18.6304,0,,,18.1204,0,,,29.0208,0,,,14.2708,0,18.402
13.0111,0,,,19.0708,0,,,18.6342,0,,,18.125,0,,,29.0417,0,,,14.2778,0,18.402
13.0156,0,,,19.0749,0,,,18.64,0,,,18.1283,0,,,29.0625,0,,,14.2847,0,18.402
13.02,0,,,19.0833,0,,,18.6458,0,,,18.1317,0,,,29.0833,0,,,14.2917,0,18.402
13.0208,0,,,19.0903,0,,,18.6481,0,,,18.135,0,,,29.1042,0,,,14.3021,0,18.402
13.0278,0,,,19.1042,0,,,18.6512,0,,,18.1404,0,,,29.125,0,,,14.3125,0,18.402
13.0324,0,,,19.1146,0,,,18.6551,0,,,18.1458,0,,,29.14,0,,,14.3229,0,18.402
13.0371,0,,,19.125,0,,,18.6609,0,,,18.1528,0,,,29.1458,0,,,14.3333,0,18.402
13.0417,0,,,19.1458,0,,,18.6667,0,,,18.1574,0,,,29.1667,0,,,14.3542,0,18.402
13.0486,0,,,19.1667,0,,,18.669,0,,,18.1621,0,,,29.1875,0,,,14.3611,0,18.402
13.0533,0,,,19.1875,0,,,18.6721,0,,,18.1667,0,,,29.2083,0,,,14.3634,0,18.402
13.0579,0,,,19.2083,0,,,18.6759,0,,,18.1736,0,,,29.2292,0,,,14.3663,0,18.402
13.0625,0,,,19.22,0,,,18.6817,0,,,18.1783,0,,,29.25,0,,,14.3707,0,18.402
13.0694,0,,,19.2292,0,,,18.6875,0,,,18.1829,0,,,29.2708,0,,,14.375,0,18.402
13.0741,0,,,19.2361,0,,,18.6898,0,,,18.1875,0,,,29.2917,0,,,14.3802,0,18.402
13.0787,0,,,19.2431,0,,,18.6929,0,,,18.1944,0,,,29.295,0,,,14.388,0,18.402
13.0833,0,,,19.25,0,,,18.6967,0,,,18.1991,0,,,29.3125,0,,,14.3958,0,18.402
13.0903,0,,,19.2604,0,,,18.7025,0,,,18.2037,0,,,29.3333,0,,,14.4054,0,18.402
13.0949,0,,,19.2708,0,,,18.7083,0,,,18.2083,0,,,29.3542,0,,,14.415,0,18.402
13.0996,0,,,19.2813,0,,,18.7106,0,,,18.2153,0,,,29.375,0,,,14.4167,0,18.402
13.1042,0,,,19.2917,0,,,18.7137,0,,,18.2199,0,,,29.3958,0,,,14.4271,0,18.402
13.1111,0,,,19.3125,0,,,18.7176,0,,,18.2246,0,,,29.4167,0,,,14.4375,0,18.402
13.1158,0,,,19.3333,0,,,18.7234,0,,,18.2292,0,,,29.4375,0,,,14.4583,0,18.402
13.1204,0,,,19.3542,0,,,18.7292,0,,,18.2361,0,,,29.45,0,,,14.4688,0,18.402
13.125,0,,,19.375,0,,,18.7315,0,,,18.2408,0,,,29.4583,0,,,14.4722,0,18.402
13.1319,0,,,19.3958,0,,,18.7346,0,,,18.2454,0,,,29.4792,0,,,14.4757,0,18.402
13.1366,0,,,19.4028,0,,,18.7384,0,,,18.25,0,,,29.5,0,,,14.4792,0,18.402
13.1412,0,,,19.4097,0,,,18.7442,0,,,18.2569,0,,,29.5208,0,,,14.4844,0,18.402
13.1458,0,,,19.4167,0,,,18.75,0,,,18.2616,0,,,29.5417,0,,,14.4922,0,18.402
13.1528,0,,,19.4187,0,,,18.755,0,,,18.2662,0,,,29.5625,0,,,14.5,0,18.402
13.1574,0,,,19.4208,0,,,18.7576,0,,,18.2708,0,,,29.5833,0,,,14.5035,0,18.402
13.1621,0,,,19.4229,0,,,18.7609,0,,,18.2804,0,,,29.6042,0,,,14.5078,0,18.402
13.1667,0,,,19.425,0,,,18.7659,0,,,18.2836,0,,,29.605,0,,,14.5143,0,18.402
13.175,0,,,19.427,0,,,18.7708,0,,,18.2868,0,,,29.625,0,,,14.5208,0,18.402
13.1792,0,,,19.4291,0,,,18.776,0,,,18.29,0,,,29.6458,0,,,14.5231,0,18.402
13.1833,0,,,19.4312,0,,,18.7786,0,,,18.2917,0,,,29.6667,0,,,14.5262,0,18.402
13.1875,0,,,19.4333,0,,,18.7819,0,,,18.2969,0,,,29.6875,0,,,14.5282,0,18.402
13.1944,0,,,19.4354,0,,,18.7868,0,,,18.3047,0,,,29.7083,0,,,14.5309,0,18.402
13.2014,0,,,19.4375,0,,,18.7917,0,,,18.3125,0,,,29.7292,0,,,14.5345,0,18.402
13.2083,0,,,19.4401,0,,,18.7969,0,,,18.316,0,,,29.75,0,,,14.5381,0,18.402
13.2118,0,,,19.4437,0,,,18.7995,0,,,18.3203,0,,,29.76,0,,,14.5417,0,18.402
13.2161,0,,,19.4474,0,,,18.8028,0,,,18.3268,0,,,29.7708,0,,,14.5469,0,18.402
13.2227,0,,,19.451,0,,,18.8076,0,,,18.3333,0,,,29.7917,0,,,14.5547,0,18.402
13.2292,0,,,19.4547,0,,,18.8125,0,,,18.3403,0,,,29.8125,0,,,14.5625,0,18.402
13.2361,0,,,19.4583,0,,,18.8177,0,,,18.3449,0,,,29.8333,0,,,14.565,0,18.402
13.2408,0,,,19.4625,0,,,18.8203,0,,,18.3496,0,,,29.8542,0,,,14.5675,0,18.402
13.2454,0,,,19.4667,0,,,18.8235,0,,,18.3542,0,,,29.875,0,,,14.57,0,18.402
13.25,0,,,19.4708,0,,,18.8284,0,,,18.3611,0,,,29.8958,0,,,14.5744,0,18.402
13.2569,0,,,19.475,0,,,18.8333,0,,,18.3658,0,,,29.915,0,,,14.5789,0,18.402
13.2616,0,,,19.4792,0,,,18.8385,0,,,18.3704,0,,,29.9167,0,,,14.5833,0,18.402
13.2662,0,,,19.4834,0,,,18.8411,0,,,18.375,0,,,29.9375,0,,,14.5903,0,18.402
13.2708,0,,,19.4875,0,,,18.8444,0,,,18.3819,0,,,29.9583,0,,,14.5972,0,18.402
13.2778,0,,,19.4938,0,,,18.8493,0,,,18.3866,0,,,29.9792,0,,,14.5996,0,18.402
13.2824,0,,,19.5,0,,,18.8542,0,,,18.3912,0,,,30,0,,,14.6016,0,18.402
13.2871,0,,,19.5052,0,,,18.8594,0,,,18.3958,0,,,30.0208,0,,,14.6042,0,18.402
13.2917,0,,,19.5104,0,,,18.862,0,,,18.4028,0,,,30.0417,0,,,14.6077,0,18.402
13.2986,0,,,19.5208,0,,,18.8653,0,,,18.4074,0,,,30.0625,0,,,14.612,0,18.402
13.3033,0,,,19.53,0,,,18.8701,0,,,18.4121,0,,,30.07,0,,,14.6185,0,18.402
13.3079,0,,,19.5359,0,,,18.875,0,,,18.4167,0,,,30.0833,0,,,14.625,0,18.402
13.3125,0,,,19.5417,0,,,18.8802,0,,,18.4236,0,,,30.1042,0,,,14.6319,0,18.402
13.3213,0,,,19.5486,0,,,18.8828,0,,,18.4283,0,,,30.125,0,,,14.6458,0,18.402
13.33,0,,,19.5556,0,,,18.886,0,,,18.4329,0,,,30.1458,0,,,14.6493,0,18.402
13.3333,0,,,19.5625,0,,,18.8909,0,,,18.4375,0,,,30.1667,0,,,14.6513,0,18.402
13.3368,0,,,19.5729,0,,,18.8958,0,,,18.445,0,,,30.1875,0,,,14.6539,0,18.402
13.3411,0,,,19.5833,0,,,18.8982,0,,,18.4516,0,,,30.2083,0,,,14.6571,0,18.402
13.3477,0,,,19.5938,0,,,18.9011,0,,,18.4583,0,,,30.225,0,,,14.6619,0,18.402
13.3542,0,,,19.6042,0,,,18.9056,0,,,18.4618,0,,,30.2292,0,,,14.6667,0,18.402
13.3611,0,,,19.6146,0,,,18.91,0,,,18.4661,0,,,30.25,0,,,14.6719,0,18.402
13.3658,0,,,19.625,0,,,18.9122,0,,,18.4727,0,,,30.2708,0,,,14.6797,0,18.402
13.3704,0,,,19.6458,0,,,18.9145,0,,,18.4792,0,,,30.2917,0,,,14.6875,0,18.402
13.375,0,,,19.6667,0,,,18.9167,0,,,18.4861,0,,,30.3125,0,,,14.6979,0,18.402
13.3819,0,,,19.685,0,,,18.9202,0,,,18.4908,0,,,30.3333,0,,,14.7083,0,18.402
13.3866,0,,,19.6875,0,,,18.9245,0,,,18.4954,0,,,30.3542,0,,,14.725,0,18.402
13.3912,0,,,19.6979,0,,,18.9267,0,,,18.5,0,,,30.375,0,,,14.727,0,18.402
13.3958,0,,,19.7083,0,,,18.9294,0,,,18.5069,0,,,30.38,0,,,14.729,0,18.402
13.4028,0,,,19.7153,0,,,18.9334,0,,,18.5116,0,,,30.3958,0,,,14.7292,0,18.402
13.4074,0,,,19.7222,0,,,18.9375,0,,,18.5162,0,,,30.4167,0,,,14.7318,0,18.402
13.4121,0,,,19.7292,0,,,18.9427,0,,,18.5208,0,,,30.4375,0,,,14.7354,0,18.402
13.4167,0,,,19.7361,0,,,18.9479,0,,,18.5278,0,,,30.4583,0,,,14.7403,0,18.402
13.4236,0,,,19.7431,0,,,18.9514,0,,,18.5324,0,,,30.4792,0,,,14.7451,0,18.402
13.4283,0,,,19.75,0,,,18.9548,0,,,18.5371,0,,,30.5,0,,,14.75,0,18.402
13.4329,0,,,19.7569,0,,,18.9583,0,,,18.5417,0,,,30.5208,0,,,14.7569,0,18.402
13.4375,0,,,19.7639,0,,,18.9635,0,,,18.5486,0,,,30.535,0,,,14.7708,0,18.402
13.4444,0,,,19.7708,0,,,18.9661,0,,,18.5533,0,,,30.5417,0,,,14.7743,0,18.402
13.4491,0,,,19.7778,0,,,18.9694,0,,,18.5579,0,,,30.5625,0,,,14.7786,0,18.402
13.4537,0,,,19.7917,0,,,18.9743,0,,,18.5625,0,,,30.5833,0,,,14.7852,0,18.402
13.4583,0,,,19.8021,0,,,18.9792,0,,,18.5694,0,,,30.6042,0,,,14.7917,0,18.402
13.4653,0,,,19.8125,0,,,18.9844,0,,,18.5741,0,,,30.625,0,,,14.7986,0,18.402
13.4699,0,,,19.8229,0,,,18.987,0,,,18.5787,0,,,30.6458,0,,,14.8033,0,18.402
13.4746,0,,,19.8333,0,,,18.9903,0,,,18.5833,0,,,30.6667,0,,,14.8079,0,18.402
13.4792,0,,,19.84,0,,,18.9951,0,,,18.5861,0,,,30.6875,0,,,14.8125,0,18.402
13.485,0,,,19.8542,0,,,19,0,,,18.5896,0,,,30.69,0,,,14.8194,0,18.402
13.4925,0,,,19.8646,0,,,19.0052,0,,,18.5948,0,,,30.7083,0,,,14.8333,0,18.402
13.5,0,,,19.875,0,,,19.0078,0,,,18.6,0,,,30.7292,0,,,14.8368,0,18.402
13.5035,0,,,19.8958,0,,,19.011,0,,,18.6042,0,,,30.75,0,,,14.8388,0,18.402
13.5078,0,,,19.9167,0,,,19.0159,0,,,18.6111,0,,,30.7708,0,,,14.8408,0,18.402
13.5143,0,,,19.9375,0,,,19.0208,0,,,18.6181,0,,,30.7917,0,,,14.8435,0,18.402
13.5208,0,,,19.9479,0,,,19.026,0,,,18.625,0,,,30.8125,0,,,14.8462,0,18.402
13.5278,0,,,19.9583,0,,,19.0286,0,,,18.6285,0,,,30.8333,0,,,14.8502,0,18.402
13.5324,0,,,19.9688,0,,,19.0319,0,,,18.6328,0,,,30.845,0,,,14.8542,0,18.402
13.5371,0,,,19.9792,0,,,19.0368,0,,,18.6393,0,,,30.8542,0,,,14.8584,0,18.402
13.5417,0,,,19.9871,0,,,19.0417,0,,,18.6458,0,,,30.875,0,,,14.8639,0,18.402
13.5486,0,,,19.995,0,,,19.0469,0,,,18.6528,0,,,30.8958,0,,,14.875,0,18.402
13.5533,0,,,20,0,,,19.0495,0,,,18.6574,0,,,30.9167,0,,,14.88,0,18.402
13.5579,0,,,20.006,0,,,19.0528,0,,,18.6621,0,,,30.9375,0,,,14.8826,0,18.402
13.5625,0,,,20.0134,0,,,19.0576,0,,,18.6667,0,,,30.9583,0,,,14.8846,0,18.402
13.5694,0,,,20.0208,0,,,19.0625,0,,,18.6736,0,,,30.9792,0,,,14.8874,0,18.402
13.5741,0,,,20.0268,0,,,19.065,0,,,18.6783,0,,,31,0,,,14.8916,0,18.402
13.5787,0,,,20.0343,0,,,19.067,0,,,18.6829,0,,,,,,,14.8958,0,18.402
13.5833,0,,,20.0417,0,,,19.0697,0,,,18.6875,0,,,,,,,14.9,0,18.402
13.5903,0,,,20.0486,0,,,19.0731,0,,,18.6944,0,,,,,,,14.9056,0,18.402
13.5949,0,,,20.0556,0,,,19.0782,0,,,18.6991,0,,,,,,,14.9111,0,18.402
13.5996,0,,,20.0625,0,,,19.0833,0,,,18.7037,0,,,,,,,14.9167,0,18.402
13.6042,0,,,20.0694,0,,,19.0885,0,,,18.7083,0,,,,,,,14.9271,0,18.402
13.6111,0,,,20.0833,0,,,19.0911,0,,,18.7153,0,,,,,,,14.9375,0,18.402
13.6158,0,,,20.0938,0,,,19.0944,0,,,18.7199,0,,,,,,,14.941,0,18.402
13.6204,0,,,20.1042,0,,,19.0993,0,,,18.7246,0,,,,,,,14.9453,0,18.402
13.625,0,,,20.1146,0,,,19.1042,0,,,18.7292,0,,,,,,,14.9518,0,18.402
13.6325,0,,,20.125,0,,,19.1094,0,,,18.7361,0,,,,,,,14.9583,0,18.402
13.64,0,,,20.1354,0,,,19.112,0,,,18.7408,0,,,,,,,14.9606,0,18.402
13.6458,0,,,20.1458,0,,,19.1153,0,,,18.7454,0,,,,,,,14.9637,0,18.402
13.6493,0,,,20.15,0,,,19.1201,0,,,18.75,0,,,,,,,14.9668,0,18.402
13.6536,0,,,20.1667,0,,,19.125,0,,,18.755,0,,,,,,,14.9709,0,18.402
13.6602,0,,,20.1771,0,,,19.1302,0,,,18.7629,0,,,,,,,14.9751,0,18.402
13.6667,0,,,20.1875,0,,,19.1328,0,,,18.7708,0,,,,,,,14.9792,0,18.402
13.6736,0,,,20.2083,0,,,19.136,0,,,18.7743,0,,,,,,,14.9861,0,18.402
13.6783,0,,,20.2292,0,,,19.1409,0,,,18.7786,0,,,,,,,14.9931,0,18.402
13.6829,0,,,20.25,0,,,19.1458,0,,,18.7852,0,,,,,,,14.9954,0,18.402
13.6875,0,,,20.2708,0,,,19.151,0,,,18.7917,0,,,,,,,14.9974,0,18.402
13.6944,0,,,20.2917,0,,,19.1536,0,,,18.7986,0,,,,,,,15,0,18.402
13.6991,0,,,20.305,0,,,19.1569,0,,,18.8033,0,,,,,,,15.0035,0,18.402
13.7037,0,,,20.3125,0,,,19.1618,0,,,18.8079,0,,,,,,,15.0078,0,18.402
13.7083,0,,,20.3333,0,,,19.1667,0,,,18.8125,0,,,,,,,15.0143,0,18.402
13.7153,0,,,20.3542,0,,,19.1719,0,,,18.8194,0,,,,,,,15.0208,0,18.402
13.7199,0,,,20.375,0,,,19.1745,0,,,18.8241,0,,,,,,,15.0232,0,18.402
13.7246,0,,,20.3958,0,,,19.1778,0,,,18.8287,0,,,,,,,15.0261,0,18.402
13.7292,0,,,20.4167,0,,,19.1826,0,,,18.8333,0,,,,,,,15.0306,0,18.402
13.7361,0,,,20.4375,0,,,19.1875,0,,,18.8403,0,,,,,,,15.035,0,18.402
13.7408,0,,,20.4583,0,,,19.1927,0,,,18.8449,0,,,,,,,15.0417,0,18.402
13.7454,0,,,20.46,0,,,19.1953,0,,,18.8496,0,,,,,,,15.0437,0,18.402
13.75,0,,,20.4792,0,,,19.1985,0,,,18.8542,0,,,,,,,15.0457,0,18.402
13.7569,0,,,20.5,0,,,19.2034,0,,,18.8611,0,,,,,,,15.0477,150.96,18.704
13.7616,0,,,20.5208,0,,,19.2083,0,,,18.8658,0,,,,,,,15.0497,32291,83.286
13.7662,0,,,20.5417,0,,,19.2141,0,,,18.8704,0,,,,,,,15.0517,11390,106.07
13.7708,0,,,20.5625,0,,,19.22,0,,,18.875,0,,,,,,,15.0539,847.59,107.9
13.7778,0,,,20.5833,0,,,19.2231,0,,,18.8819,0,,,,,,,15.056,95.689,108.1
13.7824,0,,,20.6042,0,,,19.2261,0,,,18.8866,0,,,,,,,15.0593,42.637,108.24
13.7871,0,,,20.615,0,,,19.2292,0,,,18.8912,0,,,,,,,15.0625,42.637,108.38
13.7917,0,,,20.625,0,,,19.2344,0,,,18.8958,0,,,,,,,15.0651,134.45,108.73
13.795,0,,,20.6354,0,,,19.237,0,,,18.9029,0,,,,,,,15.0687,95.756,109.08
13.8038,0,,,20.6458,0,,,19.2403,0,,,18.91,0,,,,,,,15.0736,71.423,109.42
13.8125,0,,,20.6667,0,,,19.2451,0,,,18.9167,0,,,,,,,15.0784,71.423,109.77
13.816,0,,,20.6875,0,,,19.25,0,,,18.9202,0,,,,,,,15.0833,71.423,110.12
13.8203,0,,,20.7083,0,,,19.2552,0,,,18.9245,0,,,,,,,15.0903,0,110.12
13.8268,0,,,20.7292,0,,,19.2578,0,,,18.931,0,,,,,,,15.1042,0,110.12
13.8333,0,,,20.7396,0,,,19.261,0,,,18.9375,0,,,,,,,15.1146,0,110.12
13.8403,0,,,20.75,0,,,19.2659,0,,,18.9444,0,,,,,,,15.125,0,110.12
13.8449,0,,,20.76,0,,,19.2708,0,,,18.9491,0,,,,,,,15.1458,0,110.12
13.8496,0,,,20.77,0,,,19.276,0,,,18.9537,0,,,,,,,15.1667,0,110.12
13.8542,0,,,20.7708,0,,,19.2786,0,,,18.9583,0,,,,,,,15.1875,0,110.12
13.8611,0,,,20.7812,0,,,19.2819,0,,,18.9653,0,,,,,,,15.19,0,110.12
13.8658,0,,,20.7917,0,,,19.2868,0,,,18.9699,0,,,,,,,15.2083,0,110.12
13.8704,0,,,20.8125,0,,,19.2917,0,,,18.9746,0,,,,,,,15.2292,0,110.12
13.875,0,,,20.8333,0,,,19.2969,0,,,18.9792,0,,,,,,,15.25,0,110.12
13.8819,0,,,20.8542,0,,,19.2995,0,,,18.9861,0,,,,,,,15.2708,0,110.12
13.8866,0,,,20.875,0,,,19.3028,0,,,18.9908,0,,,,,,,15.2917,0,110.12
13.8912,0,,,20.8958,0,,,19.3076,0,,,18.9954,0,,,,,,,15.3125,0,110.12
13.8958,0,,,20.9167,0,,,19.3125,0,,,19,0,,,,,,,15.3333,0,110.12
13.9028,0,,,20.925,0,,,19.3177,0,,,19.0069,0,,,,,,,15.345,0,110.12
13.9074,0,,,20.9375,0,,,19.3203,0,,,19.0116,0,,,,,,,15.3542,0,110.12
13.9121,0,,,20.9583,0,,,19.3235,0,,,19.0162,0,,,,,,,15.375,0,110.12
13.9167,0,,,20.9792,0,,,19.3284,0,,,19.0208,0,,,,,,,15.3958,0,110.12
13.9236,0,,,21,0,,,19.3333,0,,,19.0278,0,,,,,,,15.4167,0,110.12
13.9283,0,,,21.0104,0,,,19.3385,0,,,19.0324,0,,,,,,,15.4375,0,110.12
13.9329,0,,,21.0208,0,,,19.3411,0,,,19.0371,0,,,,,,,15.4583,0,110.12
13.9375,0,,,21.0417,0,,,19.3444,0,,,19.0417,0,,,,,,,15.4792,0,110.12
13.9438,0,,,21.0521,0,,,19.3493,0,,,19.0486,0,,,,,,,15.5,0,110.12
13.95,0,,,21.0625,0,,,19.3542,0,,,19.0533,0,,,,,,,15.5208,0,110.12
13.9583,0,,,21.08,0,,,19.3594,0,,,19.0579,0,,,,,,,15.5417,0,110.12
13.9618,0,,,21.0833,0,,,19.362,0,,,19.0625,0,,,,,,,15.5625,0,110.12
13.9661,0,,,21.0937,0,,,19.3653,0,,,19.065,0,,,,,,,15.5833,0,110.12
13.9727,0,,,21.1042,0,,,19.3701,0,,,19.0681,0,,,,,,,15.6042,0,110.12
13.9792,0,,,21.1146,0,,,19.375,0,,,19.0719,0,,,,,,,15.625,0,110.12
13.9861,0,,,21.125,0,,,19.3792,0,,,19.0776,0,,,,,,,15.6458,0,110.12
13.9908,0,,,21.1354,0,,,19.3833,0,,,19.0833,0,,,,,,,15.655,0,110.12
13.9954,0,,,21.1458,0,,,19.3875,0,,,19.0903,0,,,,,,,15.6667,0,110.12
14,0,,,21.1562,0,,,19.3958,0,,,19.0972,0,,,,,,,15.6875,0,110.12
14.0069,0,,,21.1667,0,,,19.401,0,,,19.1042,0,,,,,,,15.7083,0,110.12
14.0116,0,,,21.1771,0,,,19.4063,0,,,19.1077,0,,,,,,,15.7292,0,110.12
14.0162,0,,,21.1875,0,,,19.4115,0,,,19.112,0,,,,,,,15.75,0,110.12
14.0208,0,,,21.2083,0,,,19.4167,0,,,19.1185,0,,,,,,,15.7708,0,110.12
14.0278,0,,,21.2292,0,,,19.4219,0,,,19.125,0,,,,,,,15.7917,0,110.12
14.0324,0,,,21.235,0,,,19.4271,0,,,19.1319,0,,,,,,,15.81,0,110.12
14.0371,0,,,21.25,0,,,19.4323,0,,,19.1366,0,,,,,,,15.8125,0,110.12
14.0417,0,,,21.2708,0,,,19.4375,0,,,19.1412,0,,,,,,,15.8333,0,110.12
14.0486,0,,,21.2917,0,,,19.4427,0,,,19.1458,0,,,,,,,15.8542,0,110.12
14.0533,0,,,21.3125,0,,,19.4479,0,,,19.1528,0,,,,,,,15.8562,0,110.12
14.0579,0,,,21.3333,0,,,19.4531,0,,,19.1574,0,,,,,,,15.8582,0,110.12
14.0625,0,,,21.3542,0,,,19.4583,0,,,19.1621,0,,,,,,,15.8603,0,110.12
14.0694,0,,,21.375,0,,,19.4635,0,,,19.1667,0,,,,,,,15.8624,0,110.12
14.0741,0,,,21.39,0,,,19.4714,0,,,19.1736,0,,,,,,,15.8644,0,110.12
14.0787,0,,,21.3958,0,,,19.4792,0,,,19.1783,0,,,,,,,15.8665,0,110.12
14.0833,0,,,21.4167,0,,,19.4861,0,,,19.1829,0,,,,,,,15.8693,0,110.12
14.0903,0,,,21.4375,0,,,19.4931,0,,,19.1875,0,,,,,,,15.8722,0,110.12
14.0949,0,,,21.4583,0,,,19.5,0,,,19.1944,0,,,,,,,15.875,0,110.12
14.0996,0,,,21.4792,0,,,19.5069,0,,,19.1991,0,,,,,,,15.8792,0,110.12
14.1042,0,,,21.5,0,,,19.5139,0,,,19.2037,0,,,,,,,15.8847,0,110.12
14.105,0,,,21.5104,0,,,19.5208,0,,,19.2083,0,,,,,,,15.8958,0,110.12
14.1117,0,,,21.5208,0,,,19.53,0,,,19.2122,0,,,,,,,15.9063,0,110.12
14.1161,0,,,21.5417,0,,,19.5358,0,,,19.2161,0,,,,,,,15.9167,0,110.12
14.1206,0,,,21.545,0,,,19.5417,0,,,19.22,0,,,,,,,15.9271,0,110.12
14.125,0,,,21.5625,0,,,19.5486,0,,,19.2292,0,,,,,,,15.9375,0,110.12
14.1319,0,,,21.5833,0,,,19.5556,0,,,19.2327,0,,,,,,,15.9583,0,110.12
14.1366,0,,,21.6042,0,,,19.5625,0,,,19.237,0,,,,,,,15.965,0,110.12
14.1412,0,,,21.625,0,,,19.5729,0,,,19.2435,0,,,,,,,15.9697,0,110.12
14.1458,0,,,21.6458,0,,,19.5833,0,,,19.25,0,,,,,,,15.9745,0,110.12
14.1528,0,,,21.6667,0,,,19.5937,0,,,19.2569,0,,,,,,,15.9792,0,110.12
14.1574,0,,,21.6875,0,,,19.6042,0,,,19.2616,0,,,,,,,15.9861,0,110.12
14.1621,0,,,21.7,0,,,19.625,0,,,19.2662,0,,,,,,,16,0,110.12
14.1667,0,,,21.7083,0,,,19.6458,0,,,19.2708,0,,,,,,,16.0104,0,110.12
14.1736,0,,,21.7292,0,,,19.6667,0,,,19.2778,0,,,,,,,16.0139,0,110.12
14.1783,0,,,21.75,0,,,19.685,0,,,19.2824,0,,,,,,,16.0173,0,110.12
14.1829,0,,,21.7708,0,,,19.6875,0,,,19.2871,0,,,,,,,16.0208,0,110.12
14.1875,0,,,21.7917,0,,,19.6979,0,,,19.2917,0,,,,,,,16.026,0,110.12
14.1944,0,,,21.8125,0,,,19.7083,0,,,19.2986,0,,,,,,,16.0339,0,110.12
14.1991,0,,,21.8333,0,,,19.7292,0,,,19.3033,0,,,,,,,16.0417,0,110.12
14.2037,0,,,21.8542,0,,,19.7396,0,,,19.3079,0,,,,,,,16.0521,0,110.12
14.2083,0,,,21.855,0,,,19.75,0,,,19.3125,0,,,,,,,16.0625,0,110.12
14.2153,0,,,21.875,0,,,19.7604,0,,,19.3194,0,,,,,,,16.0729,0,110.12
14.2199,0,,,21.8958,0,,,19.7708,0,,,19.3241,0,,,,,,,16.0764,0,110.12
14.2246,0,,,21.9167,0,,,19.7813,0,,,19.3287,0,,,,,,,16.0784,0,110.12
14.2292,0,,,21.9375,0,,,19.7917,0,,,19.3333,0,,,,,,,16.0808,0,110.12
14.2361,0,,,21.9583,0,,,19.8125,0,,,19.3403,0,,,,,,,16.0833,0,110.12
14.2408,0,,,21.9792,0,,,19.8333,0,,,19.3449,0,,,,,,,16.0868,0,110.12
14.2454,0,,,22,0,,,19.84,0,,,19.3496,0,,,,,,,16.0911,0,110.12
14.25,0,,,22.01,0,,,19.8542,0,,,19.3542,0,,,,,,,16.0977,0,110.12
14.2533,0,,,22.0208,0,,,19.875,0,,,19.3611,0,,,,,,,16.1042,0,110.12
14.2567,0,,,22.0417,0,,,19.8958,0,,,19.3658,0,,,,,,,16.1121,0,110.12
14.26,0,,,22.0625,0,,,19.9063,0,,,19.3704,0,,,,,,,16.12,0,110.12
14.2654,0,,,22.0833,0,,,19.9167,0,,,19.375,0,,,,,,,16.125,0,110.12
14.2708,0,,,22.1042,0,,,19.9375,0,,,19.381,0,,,,,,,16.1354,0,110.12
14.2778,0,,,22.125,0,,,19.9479,0,,,19.3884,0,,,,,,,16.1458,0,110.12
14.2824,0,,,22.1458,0,,,19.9583,0,,,19.3958,0,,,,,,,16.1493,0,110.12
14.2871,0,,,22.165,0,,,19.9688,0,,,19.4018,0,,,,,,,16.1536,0,110.12
14.2917,0,,,22.1667,0,,,19.9792,0,,,19.4093,0,,,,,,,16.1602,0,110.12
14.2986,0,,,22.1875,0,,,19.995,0,,,19.4167,0,,,,,,,16.1667,0,110.12
14.3033,0,,,22.2083,0,,,20,0,,,19.4209,0,,,,,,,16.1736,0,110.12
14.3079,0,,,22.2292,0,,,20.0104,0,,,19.425,0,,,,,,,16.1875,0,110.12
14.3125,0,,,22.25,0,,,20.0208,0,,,19.4292,0,,,,,,,16.1979,0,110.12
14.3194,0,,,22.2708,0,,,20.0417,0,,,19.4333,0,,,,,,,16.2014,0,110.12
14.3241,0,,,22.2917,0,,,20.0625,0,,,19.4375,0,,,,,,,16.2048,0,110.12
14.3287,0,,,22.3125,0,,,20.0833,0,,,19.4417,0,,,,,,,16.2083,0,110.12
14.3333,0,,,22.32,0,,,20.1042,0,,,19.4458,0,,,,,,,16.2135,0,110.12
14.3403,0,,,22.3333,0,,,20.125,0,,,19.45,0,,,,,,,16.2214,0,110.12
14.3449,0,,,22.3542,0,,,20.1458,0,,,19.4541,0,,,,,,,16.2292,0,110.12
14.3496,0,,,22.375,0,,,20.15,0,,,19.4583,0,,,,,,,16.2396,0,110.12
