Day of Year,Timestamp,NU ET (mm),NU ET fl. (mm/d),NEIU ET (mm),NEIU ET fl. (mm/d),CSU ET (mm),CSU ET fl. (mm/d)
126.4166633,6.41666,0.008938665,0.42912458,NaN,#VALUE!,0.077174581,3.704972684
126.4375033,6.4375,0.01014475,0.486792226,NaN,#VALUE!,0.10423007,5.001442898
126.4583333,6.45833,0.012101478,0.580963898,NaN,#VALUE!,0.11835354,5.681879021
126.4791633,6.47916,0.016690468,0.801270667,NaN,#VALUE!,0.12799749,6.144862698
126.5000033,6.5,0.023046694,1.105887428,NaN,#VALUE!,0.15048249,7.220848848
126.5208333,6.52083,0.029388671,1.410881949,NaN,#VALUE!,0.15844893,7.606765723
126.5416633,6.54166,0.036000545,1.728302688,NaN,#VALUE!,0.16017014,7.689397024
126.5625033,6.5625,0.040873245,1.961288148,NaN,#VALUE!,0.16573888,7.952921305
126.5833333,6.58333,0.045826542,2.20002602,NaN,#VALUE!,0.17091842,8.205397024
126.6041633,6.60416,0.050799001,2.438742247,NaN,#VALUE!,0.17197562,8.256150744
126.6250033,6.625,0.05434376,2.607666027,NaN,#VALUE!,0.15161135,7.275016795
126.6458333,6.64583,0.056771153,2.725451416,NaN,#VALUE!,0.14477485,6.950304849
126.6666633,6.66666,0.058910324,2.828148056,NaN,#VALUE!,0.13500355,6.481207393
126.6875033,6.6875,0.061325967,2.94270475,NaN,#VALUE!,0.12108527,5.810233685
126.7083333,6.70833,0.062527899,3.001819443,NaN,#VALUE!,0.093359569,4.481976428
126.7291633,6.72916,0.063049155,3.026843735,NaN,#VALUE!,0.073242946,3.516224004
126.7500033,6.75,0.063773017,3.060125576,NaN,#VALUE!,0.054548333,2.61748239
126.7708333,6.77083,0.064579624,3.100318003,0.011480804,0.551166779,0.046507028,2.232694575
126.7916633,6.79166,0.063876655,3.066570091,0.00675825,0.324447912,0.039846283,1.912927652
126.8125033,6.8125,0.060774837,2.916258973,0.002452382,0.117676679,0.054340639,2.607516267
126.8333333,6.83333,0.055950403,2.686049112,0.001502558,0.072134325,0.047294668,2.270507345
126.8541633,6.85416,0.049277067,2.365677724,NaN,#VALUE!,0.036423209,1.748593807
126.8750033,6.875,0.04335347,2.080300864,NaN,#VALUE!,0.027813595,1.33462548
126.8958333,6.89583,0.037840658,1.816642247,NaN,#VALUE!,0.019482109,0.935290879
126.9166633,6.91666,0.032314112,1.551325588,NaN,#VALUE!,0.030346459,1.45686313
126.9375033,6.9375,0.027837702,1.335782246,NaN,#VALUE!,0.012102652,0.580741459
126.9583333,6.95833,0.026081094,1.252092847,NaN,#VALUE!,0.013647008,0.65516121
126.9791633,6.97916,0.025922404,1.244474508,NaN,#VALUE!,0.01277784,0.61343447
127.0000033,7,0.024857645,1.192785269,NaN,#VALUE!,0.0366471,1.758498081
127.0208333,7.02083,0.023382965,1.12256193,NaN,#VALUE!,NaN,#VALUE!
127.0416633,7.04166,0.022177006,1.064666635,NaN,#VALUE!,NaN,#VALUE!
127.0625033,7.0625,0.021328351,1.023433349,NaN,#VALUE!,0.015549335,0.746129319
127.0833333,7.08333,0.020726679,0.995039798,NaN,#VALUE!,NaN,#VALUE!
127.1041633,7.10416,0.019937222,0.957139798,NaN,#VALUE!,NaN,#VALUE!
127.1250033,7.125,0.018041364,0.865708445,NaN,#VALUE!,NaN,#VALUE!
127.1458333,7.14583,0.017050667,0.818562986,NaN,#VALUE!,NaN,#VALUE!
127.1666633,7.16666,0.016528503,0.793495103,NaN,#VALUE!,NaN,#VALUE!
127.1875033,7.1875,0.016655335,0.799200336,NaN,#VALUE!,0.009989179,0.479327207
127.2083333,7.20833,0.015774337,0.757289342,NaN,#VALUE!,NaN,#VALUE!
127.2291633,7.22916,0.015568773,0.747420691,NaN,#VALUE!,NaN,#VALUE!
127.2500033,7.25,0.016167277,0.775781046,NaN,#VALUE!,NaN,#VALUE!
127.2708333,7.27083,0.01581026,0.759013922,NaN,#VALUE!,NaN,#VALUE!
127.2916633,7.29166,0.015207722,0.73008747,NaN,#VALUE!,NaN,#VALUE!
127.3125033,7.3125,0.01438759,0.690383397,NaN,#VALUE!,0.029320412,1.406929559
127.3333333,7.33333,0.015077545,0.723837974,NaN,#VALUE!,0.031832571,1.528207921
127.3541633,7.35416,0.015554098,0.746716179,NaN,#VALUE!,0.041245321,1.980092223
127.3750033,7.375,0.016079608,0.77157428,NaN,#VALUE!,0.048770412,2.340230902
127.3958333,7.39583,0.017166994,0.824147576,NaN,#VALUE!,0.063410389,3.044185742
127.4166633,7.41666,0.018893103,0.907014066,NaN,#VALUE!,0.07470357,3.586345175
127.4375033,7.4375,0.021007344,1.008029942,NaN,#VALUE!,0.086620445,4.156451296
127.4583333,7.45833,0.02379683,1.142430629,NaN,#VALUE!,0.10481501,5.031925588
127.4791633,7.47916,0.026400456,1.267424676,NaN,#VALUE!,0.11755931,5.64374988
127.5000033,7.5,0.029885891,1.434063868,NaN,#VALUE!,0.10305896,4.945247601
127.5208333,7.52083,0.033451716,1.605939318,NaN,#VALUE!,0.091594664,4.397247432
127.5416633,7.54166,0.036764442,1.764975612,NaN,#VALUE!,0.10510795,5.045988958
127.5625033,7.5625,0.040803032,1.957919002,NaN,#VALUE!,0.082459625,3.956795825
127.5833333,7.58333,0.043180645,2.07300264,NaN,#VALUE!,0.087328621,4.192444599
127.6041633,7.60416,0.045456372,2.182255017,NaN,#VALUE!,0.084587326,4.060841383
127.6250033,7.625,0.047515134,2.279996833,NaN,#VALUE!,0.074355393,3.567917131
127.6458333,7.64583,0.049412883,2.372197936,NaN,#VALUE!,0.076113693,3.654041911
127.6666633,7.66666,0.050576352,2.428053385,NaN,#VALUE!,0.071543535,3.434639222
127.6875033,7.6875,0.050787762,2.437032726,NaN,#VALUE!,0.069394161,3.329854175
127.7083333,7.70833,0.0506062,2.429486318,NaN,#VALUE!,0.050206765,2.41031037
127.7291633,7.72916,0.049233902,2.363605473,0.01794884,0.861682189,0.059041221,2.834432117
127.7500033,7.75,0.046886839,2.249848321,0.008180506,0.392538676,0.035010942,1.67998762
127.7708333,7.77083,0.044334234,2.128383773,0.014278557,0.685480413,0.023843627,1.144677244
127.7916633,7.79166,0.041563195,1.995352616,0.00767476,0.368447432,0.025939319,1.245286558
127.8125033,7.8125,0.038340069,1.839734597,0.010600197,0.508646689,0.003736693,0.179303887
127.8333333,7.83333,0.039230417,1.883361354,0.013636372,0.6546506,0.008141268,0.390843399
127.8541633,7.85416,0.03997801,1.91925156,0.005418861,0.260146952,0.010618423,0.509765867
127.8750033,7.875,0.037795685,1.813612524,NaN,#VALUE!,0.019648136,0.942808829
127.8958333,7.89583,0.037683402,1.809092751,NaN,#VALUE!,0.014477604,0.695036198
127.9166633,7.91666,0.038736971,1.859672156,NaN,#VALUE!,0.003307677,0.158793903
127.9375033,7.9375,0.041150093,1.974572601,NaN,#VALUE!,NaN,#VALUE!
127.9583333,7.95833,0.034893477,1.675154921,NaN,#VALUE!,NaN,#VALUE!
127.9791633,7.97916,0.024874338,1.194159289,NaN,#VALUE!,NaN,#VALUE!
128.0000033,8,0.00954288,0.457911708,NaN,#VALUE!,NaN,#VALUE!
128.0208333,8.02083,0.00954288,0.458131541,NaN,#VALUE!,NaN,#VALUE!
128.0416633,8.04166,0.00954288,0.458131541,NaN,#VALUE!,NaN,#VALUE!
128.0625033,8.0625,0.00954288,0.457911708,NaN,#VALUE!,NaN,#VALUE!
128.0833333,8.08333,0.00954288,0.458131541,NaN,#VALUE!,NaN,#VALUE!
128.1041633,8.10416,0.00954288,0.458131541,NaN,#VALUE!,NaN,#VALUE!
128.1250033,8.125,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
128.1458333,8.14583,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
128.1666633,8.16666,0.01070815,0.514073452,NaN,#VALUE!,0.003333525,0.160034806
128.1875033,8.1875,0.015489688,0.743267179,NaN,#VALUE!,0.009201436,0.441527639
128.2083333,8.20833,0.02019416,0.969474796,NaN,#VALUE!,0.003526303,0.16928963
128.2291633,8.22916,0.023873409,1.146107009,NaN,#VALUE!,0.008052275,0.386571051
128.2500033,8.25,0.032725636,1.570328023,NaN,#VALUE!,0.003602847,0.172881334
128.2708333,8.27083,0.039360409,1.889601968,NaN,#VALUE!,0.003379657,0.162249496
128.2916633,8.29166,0.049426254,2.372839846,NaN,#VALUE!,NaN,#VALUE!
128.3125033,8.3125,0.051715447,2.481547361,NaN,#VALUE!,NaN,#VALUE!
128.3333333,8.33333,0.055765154,2.677155737,NaN,#VALUE!,0.035415471,1.700214642
128.3541633,8.35416,0.050127375,2.40649904,NaN,#VALUE!,0.045209496,2.170403072
128.3750033,8.375,0.04652594,2.23253071,NaN,#VALUE!,0.025397504,1.218690211
128.3958333,8.39583,0.040023857,1.921452568,NaN,#VALUE!,0.029757118,1.428570235
128.4166633,8.41666,0.02966407,1.424103217,NaN,#VALUE!,0.039573633,1.899838358
128.4375033,8.4375,0.026487677,1.271001775,NaN,#VALUE!,0.047903307,2.298623177
128.4583333,8.45833,0.022334586,1.072231685,NaN,#VALUE!,0.054954149,2.638221267
128.4791633,8.47916,0.033362991,1.601679837,NaN,#VALUE!,0.061655619,2.959943303
128.5000033,8.5,0.028295669,1.35775763,NaN,#VALUE!,0.069124916,3.316934549
128.5208333,8.52083,0.028295669,1.358409458,NaN,#VALUE!,0.048808073,2.34316241
128.5416633,8.54166,0.028295669,1.358409458,NaN,#VALUE!,0.060640754,2.911221988
128.5625033,8.5625,0.034064081,1.634552831,NaN,#VALUE!,0.074103069,3.555809453
128.5833333,8.58333,0.037877722,1.818421603,NaN,#VALUE!,0.060665429,2.912406577
128.6041633,8.60416,0.044777192,2.14964916,NaN,#VALUE!,0.073149104,3.511718867
128.6250033,8.625,0.059352889,2.848027303,NaN,#VALUE!,0.074766497,3.58764381
128.6458333,8.64583,0.063117659,3.030132453,NaN,#VALUE!,0.062326281,2.99214023
128.6666633,8.66666,0.066047152,3.170770619,NaN,#VALUE!,0.064746124,3.108311282
128.6875033,8.6875,0.072384089,3.473324808,NaN,#VALUE!,0.064701763,3.104691123
128.7083333,8.70833,0.078144515,3.751536966,NaN,#VALUE!,0.039937196,1.917292175
128.7291633,8.72916,0.082785903,3.974359241,NaN,#VALUE!,0.051452668,2.470123284
128.7500033,8.75,0.085660186,4.110373608,NaN,#VALUE!,0.035169835,1.687612044
128.7708333,8.77083,0.082310821,3.951551656,0.03405511,1.634906865,0.04545497,2.18218771
128.7916633,8.79166,0.074292538,3.566612482,0.025369854,1.217947864,0.016608115,0.797317091
128.8125033,8.8125,0.061257433,2.939416171,0.016751338,0.803807006,0.025971348,1.246225912
128.8333333,8.83333,0.051093628,2.452886606,0.01747157,0.838769563,0.036787213,1.766068795
128.8541633,8.85416,0.03632427,1.743843975,0.015802268,0.758630245,0.020709487,0.99421445
128.8750033,8.875,0.022418242,1.075731382,0.002560701,0.122874328,0.013486252,0.647133013
128.8958333,8.89583,0.015064291,0.72320168,0.002821817,0.135468891,0.018549192,0.890503697
128.9166633,8.91666,0.012261842,0.588662602,0.008547277,0.41033495,0.010107726,0.485248488
128.9375033,8.9375,0.013379699,0.642020106,0.013231843,0.634925288,0.002091753,0.100372025
128.9583333,8.95833,0.010312597,0.495083869,0.001894931,0.090971243,NaN,#VALUE!
128.9791633,8.97916,0.011930016,0.572732405,0.013190639,0.633251992,NaN,#VALUE!
129.0000033,9,0.013047577,0.626083349,0.008648395,0.414990163,NaN,#VALUE!
129.0208333,9.02083,0.016861494,0.809481229,0.010545224,0.506251752,NaN,#VALUE!
129.0416633,9.04166,0.021136809,1.014729189,0.003582451,0.171985166,NaN,#VALUE!
129.0625033,9.0625,0.022522492,1.080733781,0.004382195,0.210278071,0.008266167,0.396649088
129.0833333,9.08333,0.020948729,1.005699904,0.002840324,0.136357369,0.002206424,0.1059253
129.1041633,9.10416,0.022997622,1.104062506,0.004441394,0.213221027,NaN,#VALUE!
129.1250033,9.125,0.02576918,1.236524952,0.007383146,0.354277639,NaN,#VALUE!
129.1458333,9.14583,0.022078793,1.059951656,0.001997118,0.095877004,NaN,#VALUE!
129.1666633,9.16666,0.012407128,0.595637446,NaN,#VALUE!,NaN,#VALUE!
129.1875033,9.1875,0.002431176,0.116659117,NaN,#VALUE!,NaN,#VALUE!
129.2083333,9.20833,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
129.2291633,9.22916,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
129.2500033,9.25,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
129.2708333,9.27083,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
129.2916633,9.29166,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
129.3125033,9.3125,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
129.3333333,9.33333,NaN,#VALUE!,NaN,#VALUE!,0.023297429,1.118455545
129.3541633,9.35416,NaN,#VALUE!,NaN,#VALUE!,0.036103713,1.733255545
129.3750033,9.375,0.015616712,0.74936238,NaN,#VALUE!,0.029603237,1.420500816
129.3958333,9.39583,0.016632656,0.798495247,NaN,#VALUE!,0.02486374,1.193650504
129.4166633,9.41666,0.018994104,0.91186289,NaN,#VALUE!,0.031360848,1.505561594
129.4375033,9.4375,0.020993519,1.007366555,NaN,#VALUE!,0.036263956,1.740113052
129.4583333,9.45833,0.022703033,1.089919971,NaN,#VALUE!,0.054730398,2.627479501
129.4791633,9.47916,0.02650981,1.272674508,NaN,#VALUE!,0.056227105,2.699332933
129.5000033,9.5,0.035942449,1.724685653,NaN,#VALUE!,0.065257552,3.131360461
129.5208333,9.52083,0.049399202,2.371541143,NaN,#VALUE!,0.073750341,3.540582861
129.5416633,9.54166,0.056619628,2.718177052,NaN,#VALUE!,0.081749599,3.924608689
129.5625033,9.5625,0.059547327,2.857357342,NaN,#VALUE!,0.082342991,3.951199184
129.5833333,9.58333,0.061482921,2.951652472,NaN,#VALUE!,0.088018049,4.225542439
129.6041633,9.60416,0.060310691,2.895376428,NaN,#VALUE!,0.081980795,3.935707873
129.6250033,9.625,0.06001687,2.879888196,NaN,#VALUE!,0.075586056,3.626970058
129.6458333,9.64583,0.059716355,2.866843735,NaN,#VALUE!,0.080092688,3.845064234
129.6666633,9.66666,0.060946379,2.925894335,NaN,#VALUE!,0.0799492,3.838175708
129.6875033,9.6875,0.06263463,3.00550048,0.061254504,2.939275624,0.08852452,4.247817658
129.7083333,9.70833,0.06255659,3.003196831,0.052809076,2.535241287,0.058172202,2.79271253
129.7291633,9.72916,0.060507346,2.904817379,0.048869478,2.346110322,0.051306371,2.463099904
129.7500033,9.75,0.058277938,2.796446161,0.035384668,1.697920729,0.061391856,2.945866411
129.7708333,9.77083,0.052690499,2.52954868,0.037327393,1.792001584,0.042290602,2.03027374
129.7916633,9.79166,0.051643773,2.479297792,0.027430473,1.316873404,0.03847904,1.847289486
129.8125033,9.8125,0.055279544,2.65256929,0.019012848,0.91232476,0.029021017,1.392563196
129.8333333,9.83333,0.062350088,2.993283149,0.012190653,0.585244983,0.025149635,1.20737566
129.8541633,9.85416,0.06747742,3.23943447,0.017855315,0.857192271,0.014736524,0.707466347
129.8750033,9.875,0.063781354,3.060525624,0.018806401,0.902418474,NaN,#VALUE!
129.8958333,9.89583,0.057304886,2.7510747,0.020489326,0.983645031,NaN,#VALUE!
129.9166633,9.91666,0.049297305,2.366649304,0.021035658,1.009873164,NaN,#VALUE!
129.9375033,9.9375,0.038686648,1.856365067,0.020364048,0.977161612,NaN,#VALUE!
129.9583333,9.95833,0.026446684,1.269643975,0.020281003,0.973643927,NaN,#VALUE!
129.9791633,9.97916,0.020011724,0.960716467,0.021359175,1.025404465,NaN,#VALUE!
130.0000033,10,0.018155906,0.871204702,0.01993565,0.956605086,NaN,#VALUE!
130.0208333,10.02083,0.017228671,0.827108545,0.018963776,0.910406913,NaN,#VALUE!
130.0416633,10.04166,0.014559044,0.698945943,0.013743662,0.659801344,NaN,#VALUE!
130.0625033,10.0625,0.018346849,0.880367035,0.021593349,1.036149184,NaN,#VALUE!
130.0833333,10.08333,0.022184256,1.06501469,0.017877209,0.858243351,0.001161092,0.055741335
130.1041633,10.10416,0.022225453,1.066992463,0.014117307,0.677739174,NaN,#VALUE!
130.1250033,10.125,0.019107106,0.916847697,0.019399898,0.930897217,NaN,#VALUE!
130.1458333,10.14583,0.019200694,0.921780797,0.013336434,0.640251272,0.002755201,0.132270811
130.1666633,10.16666,0.022981842,1.103304945,0.016495163,0.791894527,NaN,#VALUE!
130.1875033,10.1875,0.018787466,0.901509885,0.026426189,1.268051296,NaN,#VALUE!
130.2083333,10.20833,0.011834024,0.568124052,0.029977019,1.439127172,NaN,#VALUE!
130.2291633,10.22916,0.005051795,0.242524964,0.04470442,2.146155545,NaN,#VALUE!
130.2500033,10.25,NaN,#VALUE!,0.040156822,1.926910845,0.012830536,0.615668714
130.2708333,10.27083,NaN,#VALUE!,0.055899141,2.683588142,0.012771644,0.613137014
130.2916633,10.29166,NaN,#VALUE!,0.060816213,2.919645367,0.013380098,0.64234748
130.3125033,10.3125,NaN,#VALUE!,0.069695478,3.344312764,0.012111913,0.581185845
130.3333333,10.33333,NaN,#VALUE!,0.078069256,3.747923956,0.023858427,1.145387758
130.3541633,10.35416,NaN,#VALUE!,0.088971404,4.271310802,0.024584797,1.180259097
130.3750033,10.375,NaN,#VALUE!,0.095637093,4.589111948,0.047846895,2.295916267
130.3958333,10.39583,0.009956145,0.477971435,0.10396654,4.991192511,0.034666337,1.664250456
130.4166633,10.41666,0.015817638,0.759368123,0.11358938,5.453162746,0.034186512,1.64121517
130.4375033,10.4375,0.020291702,0.973690115,0.11689048,5.608948177,0.046408106,2.226876488
130.4583333,10.45833,0.026519547,1.273141959,0.1146342,5.503322132,0.049745223,2.388152808
130.4791633,10.47916,0.033545858,1.610458857,0.11240769,5.396432549,0.068824303,3.304095199
130.5000033,10.5,0.039885007,1.913867898,0.11247718,5.397177543,0.05404018,2.593098848
130.5208333,10.52083,0.052563891,2.523470523,0.10653467,5.114482477,0.089566997,4.299903841
130.5416633,10.54166,0.065554049,3.147097888,0.10012867,4.806945271,0.068383154,3.282916659
130.5625033,10.5625,0.079610248,3.820069482,0.095341211,4.574914155,0.0725156,3.479635317
130.5833333,10.58333,0.086286855,4.142431829,0.086307624,4.143428901,0.07295555,3.502426788
130.6041633,10.60416,0.088412673,4.244487422,0.08547658,4.103532405,0.080680431,3.873280413
130.6250033,10.625,0.087713982,4.20892428,0.088637165,4.253222889,0.07342878,3.523453935
130.6458333,10.64583,0.083349538,4.001418051,0.08112981,3.894854057,0.067080058,3.220358041
130.6666633,10.66666,0.075006817,3.600903361,0.080862367,3.882014738,0.06561642,3.150092175
130.6875033,10.6875,0.061090294,2.931396065,0.073647616,3.533954702,0.063966528,3.069411132
130.7083333,10.70833,0.05562109,2.670239558,0.062800468,3.014904849,0.074822299,3.592045079
130.7291633,10.72916,0.053998588,2.592347,0.064237153,3.083876764,0.060096158,2.885077196
130.7500033,10.75,0.054038036,2.592995969,0.048178471,2.311826823,0.031643568,1.518405374
130.7708333,10.77083,0.054567437,2.619656121,0.048001493,2.304440374,0.02286064,1.097486318
130.7916633,10.79166,0.055676548,2.672901968,0.0406551,1.951757081,0.042474676,2.039110706
130.8125033,10.8125,0.057682232,2.76786142,0.032731121,1.570591219,0.032194428,1.544838196
130.8333333,10.83333,0.053372463,2.56228819,0.027767333,1.333045271,0.026048319,1.250519395
130.8541633,10.85416,0.044702505,2.14606361,0.026492874,1.27186145,0.031989657,1.535749256
130.8750033,10.875,0.036040971,1.729413196,0.025654996,1.231045873,0.010306265,0.494542466
130.8958333,10.89583,0.02847347,1.366945271,0.019556939,0.938883293,NaN,#VALUE!
130.9166633,10.91666,0.021864508,1.04966433,0.020649551,0.991337062,NaN,#VALUE!
130.9375033,10.9375,0.021824529,1.047242274,0.015487469,0.743160701,0.001348057,0.064686036
130.9583333,10.95833,0.024403503,1.171555593,0.018516142,0.888917043,0.005186693,0.249001104
130.9791633,10.97916,0.026332304,1.264152856,0.022879499,1.098391695,0.002495046,0.119781373
131.0000033,11,0.023878682,1.145810077,0.020275751,0.972924712,NaN,#VALUE!
131.0208333,11.02083,0.025131582,1.206508977,0.010064525,0.483174508,NaN,#VALUE!
131.0416633,11.04166,0.027273314,1.309328565,0.011723659,0.562825684,NaN,#VALUE!
131.0625033,11.0625,0.022407046,1.075194146,0.011789015,0.565691699,NaN,#VALUE!
131.0833333,11.08333,0.012579207,0.60389856,0.020157204,0.967700624,NaN,#VALUE!
131.1041633,11.10416,0.000934359,0.044856409,0.02527798,1.213537206,NaN,#VALUE!
131.1250033,11.125,NaN,#VALUE!,0.02259783,1.084348848,NaN,#VALUE!
131.1458333,11.14583,NaN,#VALUE!,0.025162447,1.207990735,NaN,#VALUE!
131.1666633,11.16666,NaN,#VALUE!,0.026361587,1.265558665,NaN,#VALUE!
131.1875033,11.1875,NaN,#VALUE!,0.025808963,1.238433925,NaN,#VALUE!
131.2083333,11.20833,NaN,#VALUE!,0.03726584,1.789046567,NaN,#VALUE!
131.2291633,11.22916,NaN,#VALUE!,0.045328723,2.176126884,NaN,#VALUE!
131.2500033,11.25,NaN,#VALUE!,0.040491067,1.942949472,NaN,#VALUE!
131.2708333,11.27083,NaN,#VALUE!,0.047541622,2.282363034,NaN,#VALUE!
131.2916633,11.29166,NaN,#VALUE!,0.053618267,2.57408867,0.04422576,2.123176188
131.3125033,11.3125,NaN,#VALUE!,0.059595436,2.859665835,0.014173958,0.680132342
131.3333333,11.33333,0.035313908,1.695338838,0.064834547,3.112556265,0.018551025,0.890591695
131.3541633,11.35416,0.041216956,1.978730485,0.070918361,3.404626068,0.035800746,1.718710802
131.3750033,11.375,0.049862433,2.392631142,0.077320699,3.710206286,0.007707055,0.369820298
131.3958333,11.39583,0.053192675,2.553656985,0.088317427,4.239914882,0.053465329,2.566746471
131.4166633,11.41666,0.057681541,2.769157033,0.096861501,4.650096063,0.057210131,2.746525732
131.4375033,11.4375,0.063721321,3.057644962,0.10409792,4.995101727,0.050401865,2.418515595
131.4583333,11.45833,0.066428579,3.189082045,0.10731041,5.151723956,0.063040657,3.026435766
131.4791633,11.47916,0.065727297,3.155415122,0.10873429,5.220081133,0.064905633,3.115968939
131.5000033,11.5,0.062245541,2.986830182,0.099747331,4.786340259,0.068331122,3.278844626
131.5208333,11.52083,0.060161844,2.888230629,0.097952397,4.702467451,0.08078043,3.878081133
131.5416633,11.54166,0.055959011,2.686462362,0.10108656,4.852931349,0.084132137,4.038988814
131.5625033,11.5625,0.056336964,2.703309213,0.095553315,4.585091891,0.086673888,4.159015739
131.5833333,11.58333,0.062122647,2.982364234,0.095072879,4.564228469,0.077734667,3.731861114
131.6041633,11.60416,0.066793919,3.206621171,0.086870971,4.170473884,0.088839874,4.264996351
131.6250033,11.625,0.069710337,3.345025768,0.079196441,3.8002131,0.056525073,2.712335557
131.6458333,11.64583,0.06876362,3.301181949,0.076037404,3.650379453,0.078135316,3.751095343
131.6666633,11.66666,0.066973935,3.215263322,0.070517653,3.385389006,0.052906633,2.539924772
131.6875033,11.6875,0.055204093,2.6489488,0.064001168,3.071073321,0.061982279,2.974197649
131.7083333,11.70833,0.050375274,2.418400096,0.057851614,2.777321843,0.05105933,2.451240038
131.7291633,11.72916,0.050725366,2.435207201,0.041012329,1.968906817,0.071937685,3.45356145
131.7500033,11.75,0.053273087,2.556290163,0.034360153,1.648759741,0.040287627,1.933187476
131.7708333,11.77083,0.06033782,2.896678829,0.034701445,1.66593591,0.059146504,2.83948651
131.7916633,11.79166,0.068096103,3.269136006,0.030484724,1.463500912,0.057045962,2.738644359
131.8125033,11.8125,0.076482566,3.669988772,0.02568992,1.232721689,0.036995563,1.775218954
131.8333333,11.83333,0.07824093,3.756165627,0.024631905,1.182520643,0.034545261,1.658437878
131.8541633,11.85416,0.074326588,3.568247144,0.025225664,1.211025636,0.035796241,1.718494527
131.8750033,11.875,0.067521441,3.23999237,0.027469035,1.318091891,0.0248072,1.190364683
131.8958333,11.89583,0.06046037,2.90256217,0.02645962,1.270265002,0.038605571,1.853363946
131.9166633,11.91666,0.053493589,2.568103169,0.01744588,0.837536246,NaN,#VALUE!
131.9375033,11.9375,0.049014774,2.351956526,0.012015845,0.576576056,NaN,#VALUE!
131.9583333,11.95833,0.044306263,2.127040951,0.014570067,0.699475132,NaN,#VALUE!
131.9791633,11.97916,0.042556868,2.043056553,0.013782771,0.661678877,NaN,#VALUE!
132.0000033,12,0.044726904,2.146204607,0.00688054,0.330160269,NaN,#VALUE!
132.0208333,12.02083,0.04443091,2.133024964,NaN,#VALUE!,NaN,#VALUE!
132.0416633,12.04166,0.024407507,1.171747816,NaN,#VALUE!,NaN,#VALUE!
132.0625033,12.0625,0.018060635,0.866633157,NaN,#VALUE!,NaN,#VALUE!
132.0833333,12.08333,0.018060635,0.867049208,NaN,#VALUE!,NaN,#VALUE!
132.1041633,12.10416,0.018060635,0.867049208,NaN,#VALUE!,NaN,#VALUE!
132.1250033,12.125,0.018060635,0.866633157,NaN,#VALUE!,NaN,#VALUE!
132.1458333,12.14583,0.018060635,0.867049208,NaN,#VALUE!,NaN,#VALUE!
132.1666633,12.16666,0.011713763,0.5623506,NaN,#VALUE!,NaN,#VALUE!
132.1875033,12.1875,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
132.2083333,12.20833,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
132.2291633,12.22916,NaN,#VALUE!,NaN,#VALUE!,NaN,#VALUE!
132.2500033,12.25,NaN,#VALUE!,NaN,#VALUE!,0.000879076,0.04218215
132.2708333,12.27083,0.024106795,1.15731133,NaN,#VALUE!,0.029464278,1.414511666
132.2916633,12.29166,0.027059865,1.299081373,NaN,#VALUE!,0.025995632,1.247990014
132.3125033,12.3125,0.034721851,1.666115691,NaN,#VALUE!,0.041626564,1.997435893
132.3333333,12.33333,0.038936799,1.869265434,NaN,#VALUE!,0.048343881,2.320877628
132.3541633,12.35416,0.04079191,1.958325012,NaN,#VALUE!,0.042319682,2.031669803
132.3750033,12.375,0.042089187,2.019634693,NaN,#VALUE!,0.049863824,2.392697889
132.3958333,12.39583,0.045235629,2.171657657,NaN,#VALUE!,0.043543713,2.090432693
132.4166633,12.41666,0.040552453,1.946829237,NaN,#VALUE!,0.055637152,2.671010658
132.4375033,12.4375,0.03865378,1.854787908,NaN,#VALUE!,0.072860365,3.496178743
132.4583333,12.45833,0.035421814,1.700519155,NaN,#VALUE!,0.10000067,4.800800288
132.4791633,12.47916,0.031158301,1.495837782,NaN,#VALUE!,0.089259936,4.285162554
132.5000033,12.5,0.026849014,1.288340403,NaN,#VALUE!,0.10165552,4.877904031
132.5208333,12.52083,0.032329578,1.552068075,NaN,#VALUE!,0.072308779,3.471376812
132.5416633,12.54166,0.04247256,2.039009121,NaN,#VALUE!,0.10200301,4.896927988
132.5625033,12.5625,0.034181437,1.640184117,NaN,#VALUE!,0.081124542,3.892732342
132.5833333,12.58333,0.034181437,1.640971531,NaN,#VALUE!,0.085378777,4.09883711
132.6041633,12.60416,0.034181437,1.640971531,NaN,#VALUE!,0.078229098,3.7555976
132.6250033,12.625,0.033692679,1.616731238,NaN,#VALUE!,0.079826405,3.830441699
132.6458333,12.64583,0.031052324,1.490750072,NaN,#VALUE!,0.079181357,3.801313346
132.6666633,12.66666,0.04148751,1.991719155,NaN,#VALUE!,0.074023563,3.553699616
132.6875033,12.6875,0.062583577,3.00305072,0.031233241,1.498715979,0.056745087,2.72289285
132.7083333,12.70833,0.066756697,3.204834229,0.01971412,0.946429189,0.070210393,3.370638166
